x,z,p,acqf,penalty,pacqf
[-1.25 -0.25],[-1.3859154],[5136.14716986],11.012936113988676,0.0,11.012936113988676
[-0.75  1.75],[0.32047665],[187.46779282],0.1382725780594143,0.0,0.1382725780594143
[ 3.75 -3.75],[0.00557542],[138303.80579272],0.014866817809895407,0.0,0.014866817809895407
[ 1.25 -1.75],[-0.52344185],[42112.19488232],0.03667480032943035,0.0,0.03667480032943035
[-0.25  3.25],[1.6934128],[1429.21232207],2495.184098700236,0.0,2495.184098700236
[ 2.75 -4.75],[-1.4064727],[175088.70535156],12.850779067845394,0.0,12.850779067845394
[-4.75  4.75],[-0.6593337],[42704.18349292],0.08092633242503318,0.0,0.08092633242503318
[-3.75 -0.75],[-3.582213],[4713.84305615],1183.186740503098,0.0,1183.186740503098
[-2.25  0.75],[-1.4641402],[187.78542782],19.81746401306347,0.0,19.81746401306347
[-2.75 -1.25],[-3.1705322],[12294.96882223],1597.0949767968912,0.0,1597.0949767968912
[4.75 3.75],[5.7525516],[2208.61301753],8881.639085795969,0.0,8881.639085795969
[0.25 2.75],[1.7325251],[186.15781953],2857.124076094414,0.0,2857.124076094414
[-1.75 -3.25],[-3.7592194],[63769.09190918],1142.0353033699114,0.0,1142.0353033699114
[2.25 0.25],[1.5555183],[9039.8630274],1460.8896985909269,0.0,1460.8896985909269
[-4.25 -2.75],[-5.2886047],[34179.01230805],2287.6299011141014,0.0,2287.6299011141014
[0.75 2.25],[1.7716374],[186.7678124],3246.975425846403,0.0,3246.975425846403
[ 3.25 -2.25],[0.63337505],[72232.36125991],3.1756229415032418,0.0,3.1756229415032418
[-3.25  1.25],[-1.8758209],[410.85091438],290.4281328151311,0.0,290.4281328151311
[ 4.25 -4.25],[0.04468822],[169731.20177552],0.017557007432139053,0.0,0.017557007432139053
[1.75 4.25],[3.8505979],[4649.55333706],9123.10116446783,0.0,9123.10116446783
[2.72184467 3.01991963],[3.7543993],[203.96495056],9348.555001090903,0.0,9348.555001090903
[2.21597767 2.27193069],[2.8786168],[189.05505371],12041.627769898863,0.0,12041.627769898863
