,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-3.6742215],"[-5.094572546345, 4.903741570872]",-504.765550,penalty,-24.757507
1,[-3.6387775],"[-5.068908773981, 4.879294806180]",-499.753906,penalty,-24.758098
2,[-3.6033336],"[-5.043245001617, 4.854848041488]",-494.742268,penalty,-24.758682
3,[-3.5678896],"[-5.017581229253, 4.830401276796]",-489.730636,penalty,-24.759261
4,[-3.5324457],"[-4.991917456888, 4.805954512104]",-484.719009,penalty,-24.759834
5,[-3.4970017],"[-4.966253684524, 4.781507747412]",-479.707388,penalty,-24.760402
6,[-3.4615578],"[-4.940589912160, 4.757060982720]",-474.695772,penalty,-24.760963
7,[-3.4261138],"[-4.914926139796, 4.732614218028]",-469.684162,penalty,-24.761520
8,[-3.3906699],"[-4.889262367432, 4.708167453336]",-464.672558,penalty,-24.762070
9,[-3.3552259],"[-4.863598595067, 4.683720688644]",-459.660960,penalty,-24.762615
10,[-3.3197820],"[-4.837934822703, 4.659273923952]",-454.649367,penalty,-24.763154
11,[-3.2843380],"[-4.812271050339, 4.634827159260]",-449.637780,penalty,-24.763687
12,[-3.2488941],"[-4.786607277975, 4.610380394568]",-444.626199,penalty,-24.764215
13,[-3.2134501],"[-4.760943505611, 4.585933629876]",-439.614623,penalty,-24.764737
14,[-3.1780062],"[-4.735279733247, 4.561486865184]",-434.603053,penalty,-24.765253
15,[-3.1425622],"[-4.709615960882, 4.537040100492]",-429.591489,penalty,-24.765763
16,[-3.1071183],"[-4.683952188518, 4.512593335799]",-424.579930,penalty,-24.766268
17,[-3.0716743],"[-4.658288416154, 4.488146571107]",-419.568378,penalty,-24.766767
18,[-3.0362304],"[-4.632624643790, 4.463699806415]",-414.556830,penalty,-24.767261
19,[-3.0007864],"[-4.606960871426, 4.439253041723]",-409.545289,penalty,-24.767748
20,[-2.9653425],"[-4.581297099061, 4.414806277031]",-404.533753,penalty,-24.768230
21,[-2.9298985],"[-4.555633326697, 4.390359512339]",-399.522223,penalty,-24.768707
22,[-2.8944546],"[-4.529969554333, 4.365912747647]",-394.510699,penalty,-24.769177
23,[-2.8590106],"[-4.504305781969, 4.341465982955]",-389.499180,penalty,-24.769642
24,[-2.8235667],"[-4.478642009605, 4.317019218263]",-384.487667,penalty,-24.770101
25,[-2.7881227],"[-4.452978237240, 4.292572453571]",-379.476160,penalty,-24.770555
26,[-2.7526788],"[-4.427314464876, 4.268125688879]",-374.464659,penalty,-24.771003
27,[-2.7172348],"[-4.401650692512, 4.243678924187]",-369.453163,penalty,-24.771445
28,[-2.6817909],"[-4.375986920148, 4.219232159495]",-364.441673,penalty,-24.771881
29,[-2.6463469],"[-4.350323147784, 4.194785394803]",-359.430189,penalty,-24.772312
30,[-2.6109030],"[-4.324659375419, 4.170338630111]",-354.418710,penalty,-24.772737
