,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-7.5377734],"[-5.292245096511, -5.436694219082]",-256.227265,penalty,-0.498700
1,[-7.5023295],"[-5.278411241967, -5.404061444386]",-251.580602,penalty,-0.498700
2,[-7.4668855],"[-5.264577387423, -5.371428669691]",-246.933939,penalty,-0.498700
3,[-7.4314416],"[-5.250743532879, -5.338795894995]",-242.287276,penalty,-0.498700
4,[-7.3959976],"[-5.236909678335, -5.306163120300]",-237.640613,penalty,-0.498700
5,[-7.3605537],"[-5.223075823791, -5.273530345605]",-232.993950,penalty,-0.498700
6,[-7.3251097],"[-5.209241969247, -5.240897570909]",-228.347287,penalty,-0.498700
7,[-7.2896658],"[-5.195408114703, -5.208264796214]",-223.700624,penalty,-0.498700
8,[-7.2542218],"[-5.181574260159, -5.175632021518]",-219.053962,penalty,-0.498700
9,[-7.2187779],"[-5.167740405615, -5.142999246823]",-214.407299,penalty,-0.498700
10,[-7.1833339],"[-5.153906551071, -5.110366472127]",-209.760636,penalty,-0.498700
11,[-7.1478900],"[-5.140072696526, -5.077733697432]",-205.113973,penalty,-0.498700
12,[-7.1124461],"[-5.126238841982, -5.045100922737]",-200.467310,penalty,-0.498700
13,[-7.0770021],"[-5.112404987438, -5.012468148041]",-195.820647,penalty,-0.498700
14,[-7.0415582],"[-5.098571132894, -4.979835373346]",-191.173984,penalty,-0.498700
15,[-7.0061142],"[-5.084737278350, -4.947202598650]",-186.527321,penalty,-0.498700
16,[-6.9706703],"[-5.070903423806, -4.914569823955]",-181.880658,penalty,-0.498700
17,[-6.9352263],"[-5.057069569262, -4.881937049259]",-177.233995,penalty,-0.498700
18,[-6.8997824],"[-5.043235714718, -4.849304274564]",-172.587332,penalty,-0.498700
19,[-6.8643384],"[-5.029401860174, -4.816671499868]",-167.940669,penalty,-0.498700
20,[-6.8288945],"[-5.015568005630, -4.784038725173]",-163.294006,penalty,-0.498700
21,[-6.7934505],"[-5.001734151086, -4.751405950478]",-158.647343,penalty,-0.498700
22,[-6.7580066],"[-4.987900296542, -4.718773175782]",-155.210651,penalty,-0.498700
23,[-6.7225626],"[-4.974066441997, -4.686140401087]",-151.947373,penalty,-0.498700
24,[-6.6871187],"[-4.960232587453, -4.653507626391]",-148.684096,penalty,-0.498700
25,[-6.6516747],"[-4.946398732909, -4.620874851696]",-145.420819,penalty,-0.498700
26,[-6.6162308],"[-4.932564878365, -4.588242077000]",-142.157541,penalty,-0.498700
27,[-6.5807868],"[-4.918731023821, -4.555609302305]",-138.894264,penalty,-0.498700
28,[-6.5453429],"[-4.904897169277, -4.522976527610]",-135.630986,penalty,-0.498700
29,[-6.5098989],"[-4.891063314733, -4.490343752914]",-132.367709,penalty,-0.498700
30,[-6.4744550],"[-4.877229460189, -4.457710978219]",-129.104431,penalty,-0.498700
31,[-6.4390110],"[-4.863395605645, -4.425078203523]",-125.841154,penalty,-0.498700
32,[-6.4035671],"[-4.849561751101, -4.392445428828]",-122.577876,penalty,-0.498700
33,[-6.3681231],"[-4.835727896557, -4.359812654132]",-119.314599,penalty,-0.498700
34,[-6.3326792],"[-4.821894042013, -4.327179879437]",-116.051321,penalty,-0.498700
35,[-6.2972352],"[-4.808060187468, -4.294547104741]",-112.788044,penalty,-0.498700
36,[-6.2617913],"[-4.794226332924, -4.261914330046]",-109.524766,penalty,-0.498700
37,[-6.2263473],"[-4.780392478380, -4.229281555351]",-106.261489,penalty,-0.498700
38,[-6.1909034],"[-4.766558623836, -4.196648780655]",-102.998211,penalty,-0.498700
39,[-6.1554594],"[-4.752724769292, -4.164016005960]",-99.734934,penalty,-0.498700
40,[-6.1200155],"[-4.738890914748, -4.131383231264]",-96.471656,penalty,-0.498700
41,[-6.0845715],"[-4.725057060204, -4.098750456569]",-93.208379,penalty,-0.498700
42,[-6.0491276],"[-4.711223205660, -4.066117681873]",-89.945102,penalty,-0.498700
43,[-6.0136836],"[-4.697389351116, -4.033484907178]",-86.681824,penalty,-0.498700
44,[-5.9782397],"[-4.683555496572, -4.000852132483]",-83.418547,penalty,-0.498700
45,[-5.9427957],"[-4.669721642028, -3.968219357787]",-80.155269,penalty,-0.498700
46,[-5.9073518],"[-4.655887787484, -3.935586583092]",-76.891992,penalty,-0.498700
47,[-5.8719078],"[-4.642053932940, -3.902953808396]",-73.628714,penalty,-0.498700
48,[-5.8364639],"[-4.628220078395, -3.870321033701]",-70.365437,penalty,-0.498700
49,[-5.8010199],"[-4.614386223851, -3.837688259005]",-67.102159,penalty,-0.498700
50,[-5.7655760],"[-4.600552369307, -3.805055484310]",-63.838882,penalty,-0.498700
51,[-5.7301320],"[-4.586718514763, -3.772422709615]",-60.575604,penalty,-0.498700
52,[-5.6946881],"[-4.572884660219, -3.739789934919]",-57.312327,penalty,-0.498700
53,[-5.6592441],"[-4.559050805675, -3.707157160224]",-54.049049,penalty,-0.498700
54,[-5.6238002],"[-4.545216951131, -3.674524385528]",-50.785772,penalty,-0.498700
55,[-5.5883562],"[-4.531383096587, -3.641891610833]",-47.522494,penalty,-0.498700
56,[-5.5529123],"[-4.517549242043, -3.609258836137]",-44.259217,penalty,-0.498700
57,[-5.5174683],"[-4.503715387499, -3.576626061442]",-40.995939,penalty,-0.498700
58,[-5.4820244],"[-4.489881532955, -3.543993286746]",-37.732662,penalty,-0.498700
59,[-5.4465805],"[-4.476047678411, -3.511360512051]",-34.469385,penalty,-0.498700
60,[-5.4111365],"[-4.462213823866, -3.478727737356]",-31.206107,penalty,-0.498700
61,[-5.3756926],"[-4.448379969322, -3.446094962660]",-27.942830,penalty,-0.498700
62,[-5.3402486],"[-4.434546114778, -3.413462187965]",-24.679552,penalty,-0.498700
