,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-10.0235217],"[2.610437527478, -6.631787865774]",-1272.615518,penalty,-18.003829
1,[-9.9880778],"[2.593431375988, -6.600690207866]",-1267.800020,penalty,-18.008947
2,[-9.9526338],"[2.576425224497, -6.569592549958]",-1262.984536,penalty,-18.014050
3,[-9.9171899],"[2.559419073007, -6.538494892050]",-1258.169066,penalty,-18.019138
4,[-9.8817459],"[2.542412921517, -6.507397234142]",-1253.353611,penalty,-18.024212
5,[-9.8463020],"[2.525406770026, -6.476299576234]",-1248.538171,penalty,-18.029272
6,[-9.8108580],"[2.508400618536, -6.445201918326]",-1243.722745,penalty,-18.034317
7,[-9.7754141],"[2.491394467046, -6.414104260418]",-1238.907334,penalty,-18.039347
8,[-9.7399701],"[2.474388315555, -6.383006602510]",-1234.091937,penalty,-18.044363
9,[-9.7045262],"[2.457382164065, -6.351908944602]",-1229.276555,penalty,-18.049364
10,[-9.6690822],"[2.440376012575, -6.320811286694]",-1224.461188,penalty,-18.054350
11,[-9.6336383],"[2.423369861084, -6.289713628787]",-1219.645835,penalty,-18.059322
12,[-9.5981943],"[2.406363709594, -6.258615970879]",-1214.830497,penalty,-18.064279
13,[-9.5627504],"[2.389357558104, -6.227518312971]",-1210.015174,penalty,-18.069221
14,[-9.5273064],"[2.372351406614, -6.196420655063]",-1205.199866,penalty,-18.074148
15,[-9.4918625],"[2.355345255123, -6.165322997155]",-1200.384573,penalty,-18.079061
16,[-9.4564185],"[2.338339103633, -6.134225339247]",-1195.569294,penalty,-18.083958
17,[-9.4209746],"[2.321332952143, -6.103127681339]",-1190.754031,penalty,-18.088841
18,[-9.3855306],"[2.304326800652, -6.072030023431]",-1185.938782,penalty,-18.093708
19,[-9.3500867],"[2.287320649162, -6.040932365523]",-1181.123549,penalty,-18.098561
20,[-9.3146427],"[2.270314497672, -6.009834707615]",-1176.308330,penalty,-18.103398
21,[-9.2791988],"[2.253308346181, -5.978737049707]",-1171.493127,penalty,-18.108221
22,[-9.2437548],"[2.236302194691, -5.947639391799]",-1166.677939,penalty,-18.113028
23,[-9.2083109],"[2.219296043201, -5.916541733892]",-1161.862765,penalty,-18.117820
24,[-9.1728669],"[2.202289891710, -5.885444075984]",-1157.047608,penalty,-18.122597
25,[-9.1374230],"[2.185283740220, -5.854346418076]",-1152.232465,penalty,-18.127359
26,[-9.1019790],"[2.168277588730, -5.823248760168]",-1147.417337,penalty,-18.132106
27,[-9.0665351],"[2.151271437239, -5.792151102260]",-1142.602225,penalty,-18.136837
28,[-9.0310912],"[2.134265285749, -5.761053444352]",-1137.787128,penalty,-18.141553
29,[-8.9956472],"[2.117259134259, -5.729955786444]",-1132.972047,penalty,-18.146254
30,[-8.9602033],"[2.100252982768, -5.698858128536]",-1128.156981,penalty,-18.150939
31,[-8.9247593],"[2.083246831278, -5.667760470628]",-1123.341930,penalty,-18.155609
