,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-7.4498792],"[-4.993654756376, -5.715513399646]",-255.119477,penalty,-0.659299
1,[-7.4144353],"[-4.981625459541, -5.682173190686]",-251.786610,penalty,-0.659636
2,[-7.3789913],"[-4.969596162707, -5.648832981726]",-248.453732,penalty,-0.659993
3,[-7.3435474],"[-4.957566865872, -5.615492772765]",-245.120843,penalty,-0.660371
4,[-7.3081034],"[-4.945537569037, -5.582152563805]",-241.787941,penalty,-0.660771
5,[-7.2726595],"[-4.933508272202, -5.548812354844]",-238.455026,penalty,-0.661194
6,[-7.2372155],"[-4.921478975367, -5.515472145884]",-235.122096,penalty,-0.661641
7,[-7.2017716],"[-4.909449678532, -5.482131936923]",-231.789150,penalty,-0.662114
8,[-7.1663276],"[-4.897420381697, -5.448791727963]",-228.456185,penalty,-0.662614
9,[-7.1308837],"[-4.885391084862, -5.415451519002]",-225.123202,penalty,-0.663143
10,[-7.0954397],"[-4.873361788027, -5.382111310042]",-221.790199,penalty,-0.663703
11,[-7.0599958],"[-4.861332491192, -5.348771101081]",-218.457173,penalty,-0.664295
12,[-7.0245518],"[-4.849303194358, -5.315430892121]",-215.124122,penalty,-0.664920
13,[-6.9891079],"[-4.837273897523, -5.282090683160]",-211.791047,penalty,-0.665582
14,[-6.9536639],"[-4.825244600688, -5.248750474200]",-208.457943,penalty,-0.666281
15,[-6.9182200],"[-4.813215303853, -5.215410265239]",-205.124810,penalty,-0.667020
16,[-6.8827760],"[-4.801186007018, -5.182070056279]",-201.791644,penalty,-0.667802
17,[-6.8473321],"[-4.789156710183, -5.148729847319]",-198.458445,penalty,-0.668627
18,[-6.8118881],"[-4.777127413348, -5.115389638358]",-195.125209,penalty,-0.669500
19,[-6.7764442],"[-4.765098116513, -5.082049429398]",-191.791934,penalty,-0.670422
20,[-6.7410002],"[-4.753068819678, -5.048709220437]",-188.458617,penalty,-0.671396
21,[-6.7055563],"[-4.741039522843, -5.015369011477]",-185.125255,penalty,-0.672425
