,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-8.9534796],"[-3.512580400539, -6.633691975931]",-808.971017,penalty,-1.916163
1,[-8.9180357],"[-3.507466690999, -6.598618859579]",-804.952335,penalty,-1.916163
2,[-8.8825918],"[-3.502352981459, -6.563545743228]",-800.933652,penalty,-1.916163
3,[-8.8471478],"[-3.497239271919, -6.528472626876]",-796.914970,penalty,-1.916163
4,[-8.8117039],"[-3.492125562380, -6.493399510524]",-792.896287,penalty,-1.916163
5,[-8.7762599],"[-3.487011852840, -6.458326394173]",-788.877604,penalty,-1.916163
6,[-8.7408160],"[-3.481898143300, -6.423253277821]",-784.858922,penalty,-1.916163
7,[-8.7053720],"[-3.476784433760, -6.388180161470]",-780.840239,penalty,-1.916163
8,[-8.6699281],"[-3.471670724220, -6.353107045118]",-776.821557,penalty,-1.916163
9,[-8.6344841],"[-3.466557014681, -6.318033928766]",-772.802874,penalty,-1.916163
10,[-8.5990402],"[-3.461443305141, -6.282960812415]",-768.784192,penalty,-1.916163
11,[-8.5635962],"[-3.456329595601, -6.247887696063]",-764.765509,penalty,-1.916163
12,[-8.5281523],"[-3.451215886061, -6.212814579712]",-760.746826,penalty,-1.916163
13,[-8.4927083],"[-3.446102176521, -6.177741463360]",-756.728144,penalty,-1.916163
14,[-8.4572644],"[-3.440988466981, -6.142668347008]",-752.709461,penalty,-1.916163
15,[-8.4218204],"[-3.435874757442, -6.107595230657]",-748.690779,penalty,-1.916163
16,[-8.3863765],"[-3.430761047902, -6.072522114305]",-744.672096,penalty,-1.916163
17,[-8.3509325],"[-3.425647338362, -6.037448997954]",-740.653413,penalty,-1.916163
18,[-8.3154886],"[-3.420533628822, -6.002375881602]",-736.634731,penalty,-1.916163
19,[-8.2800446],"[-3.415419919282, -5.967302765251]",-732.616048,penalty,-1.916163
20,[-8.2446007],"[-3.410306209743, -5.932229648899]",-728.597366,penalty,-1.916163
