,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-3.9279582],"[-5.857300065845, 4.094292705771]",-462.562674,penalty,-3.625416
1,[-3.8925143],"[-5.825615081796, 4.078407640404]",-457.805669,penalty,-3.625416
2,[-3.8570703],"[-5.793930097747, 4.062522575038]",-453.048664,penalty,-3.625416
3,[-3.8216264],"[-5.762245113698, 4.046637509671]",-448.291659,penalty,-3.625416
4,[-3.7861824],"[-5.730560129650, 4.030752444304]",-443.534654,penalty,-3.625416
5,[-3.7507385],"[-5.698875145601, 4.014867378938]",-438.777649,penalty,-3.625416
6,[-3.7152945],"[-5.667190161552, 3.998982313571]",-434.020644,penalty,-3.625416
7,[-3.6798506],"[-5.635505177503, 3.983097248205]",-429.263639,penalty,-3.625416
8,[-3.6444066],"[-5.603820193455, 3.967212182838]",-424.506634,penalty,-3.625416
9,[-3.6089627],"[-5.572135209406, 3.951327117472]",-419.749629,penalty,-3.625416
10,[-3.5735187],"[-5.540450225357, 3.935442052105]",-414.992625,penalty,-3.625416
11,[-3.5380748],"[-5.508765241308, 3.919556986739]",-410.235620,penalty,-3.625416
12,[-3.5026308],"[-5.477080257259, 3.903671921372]",-405.478615,penalty,-3.625416
13,[-3.4671869],"[-5.445395273211, 3.887786856006]",-400.721610,penalty,-3.625416
14,[-3.4317429],"[-5.413710289162, 3.871901790639]",-395.964605,penalty,-3.625416
15,[-3.3962990],"[-5.382025305113, 3.856016725273]",-391.207600,penalty,-3.625416
16,[-3.3608550],"[-5.350340321064, 3.840131659906]",-386.450595,penalty,-3.625416
17,[-3.3254111],"[-5.318655337016, 3.824246594540]",-381.693590,penalty,-3.625416
18,[-3.2899671],"[-5.286970352967, 3.808361529173]",-376.936585,penalty,-3.625416
19,[-3.2545232],"[-5.255285368918, 3.792476463806]",-372.179580,penalty,-3.625416
20,[-3.2190792],"[-5.223600384869, 3.776591398440]",-367.422575,penalty,-3.625416
21,[-3.1836353],"[-5.191915400821, 3.760706333073]",-362.665570,penalty,-3.625416
22,[-3.1481914],"[-5.160230416772, 3.744821267707]",-357.908565,penalty,-3.625416
23,[-3.1127474],"[-5.128545432723, 3.728936202340]",-353.151560,penalty,-3.625416
24,[-3.0773035],"[-5.096860448674, 3.713051136974]",-348.394555,penalty,-3.625416
25,[-3.0418595],"[-5.065175464625, 3.697166071607]",-343.637550,penalty,-3.625416
26,[-3.0064156],"[-5.033490480577, 3.681281006241]",-338.880545,penalty,-3.625416
27,[-2.9709716],"[-5.001805496528, 3.665395940874]",-334.123541,penalty,-3.625416
28,[-2.9355277],"[-4.970120512479, 3.649510875508]",-329.366536,penalty,-3.625416
29,[-2.9000837],"[-4.938435528430, 3.633625810141]",-324.609531,penalty,-3.625416
30,[-2.8646398],"[-4.906750544382, 3.617740744775]",-319.852526,penalty,-3.625416
31,[-2.8291958],"[-4.875065560333, 3.601855679408]",-315.095521,penalty,-3.625416
32,[-2.7937519],"[-4.843380576284, 3.585970614042]",-310.338516,penalty,-3.625416
33,[-2.7583079],"[-4.811695592235, 3.570085548675]",-305.581511,penalty,-3.625416
34,[-2.7228640],"[-4.780010608187, 3.554200483308]",-300.824506,penalty,-3.625416
35,[-2.6874200],"[-4.748325624138, 3.538315417942]",-296.067501,penalty,-3.625416
36,[-2.6519761],"[-4.716640640089, 3.522430352575]",-291.310496,penalty,-3.625416
37,[-2.6165321],"[-4.684955656040, 3.506545287209]",-286.553491,penalty,-3.625416
38,[-2.5810882],"[-4.653270671991, 3.490660221842]",-281.796486,penalty,-3.625416
39,[-2.5456442],"[-4.621585687943, 3.474775156476]",-277.039481,penalty,-3.625416
40,[-2.5102003],"[-4.589900703894, 3.458890091109]",-272.282476,penalty,-3.625416
41,[-2.4747563],"[-4.558215719845, 3.443005025743]",-267.525471,penalty,-3.625416
42,[-2.4393124],"[-4.526530735796, 3.427119960376]",-262.768466,penalty,-3.625416
43,[-2.4038684],"[-4.494845751748, 3.411234895010]",-258.011461,penalty,-3.625416
44,[-2.3684245],"[-4.463160767699, 3.395349829643]",-253.254457,penalty,-3.625416
