,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-3.6970131],"[-5.277569816580, 4.714492039136]",-492.744359,penalty,-7.989847
1,[-3.6615692],"[-5.250218749932, 4.691948910049]",-487.754940,penalty,-7.989847
2,[-3.6261252],"[-5.222867683283, 4.669405780961]",-482.765520,penalty,-7.989847
3,[-3.5906813],"[-5.195516616635, 4.646862651873]",-477.776100,penalty,-7.989847
4,[-3.5552373],"[-5.168165549986, 4.624319522786]",-472.786681,penalty,-7.989847
5,[-3.5197934],"[-5.140814483338, 4.601776393698]",-467.797261,penalty,-7.989847
6,[-3.4843494],"[-5.113463416690, 4.579233264610]",-462.807842,penalty,-7.989847
7,[-3.4489055],"[-5.086112350041, 4.556690135523]",-457.818422,penalty,-7.989847
8,[-3.4134615],"[-5.058761283393, 4.534147006435]",-452.829003,penalty,-7.989847
9,[-3.3780176],"[-5.031410216744, 4.511603877347]",-447.839583,penalty,-7.989847
10,[-3.3425736],"[-5.004059150096, 4.489060748259]",-442.850163,penalty,-7.989847
11,[-3.3071297],"[-4.976708083447, 4.466517619172]",-437.860744,penalty,-7.989847
12,[-3.2716857],"[-4.949357016799, 4.443974490084]",-432.871324,penalty,-7.989847
13,[-3.2362418],"[-4.922005950151, 4.421431360996]",-427.881905,penalty,-7.989847
14,[-3.2007978],"[-4.894654883502, 4.398888231909]",-422.892485,penalty,-7.989847
15,[-3.1653539],"[-4.867303816854, 4.376345102821]",-417.903066,penalty,-7.989847
16,[-3.1299099],"[-4.839952750205, 4.353801973733]",-412.913646,penalty,-7.989847
17,[-3.0944660],"[-4.812601683557, 4.331258844646]",-407.924226,penalty,-7.989847
18,[-3.0590221],"[-4.785250616909, 4.308715715558]",-402.934807,penalty,-7.989847
19,[-3.0235781],"[-4.757899550260, 4.286172586470]",-397.945387,penalty,-7.989847
20,[-2.9881342],"[-4.730548483612, 4.263629457382]",-392.955968,penalty,-7.989847
21,[-2.9526902],"[-4.703197416963, 4.241086328295]",-387.966548,penalty,-7.989847
22,[-2.9172463],"[-4.675846350315, 4.218543199207]",-382.977129,penalty,-7.989847
23,[-2.8818023],"[-4.648495283667, 4.196000070119]",-377.987709,penalty,-7.989847
24,[-2.8463584],"[-4.621144217018, 4.173456941032]",-372.998289,penalty,-7.989847
25,[-2.8109144],"[-4.593793150370, 4.150913811944]",-368.008870,penalty,-7.989847
26,[-2.7754705],"[-4.566442083721, 4.128370682856]",-363.019450,penalty,-7.989847
27,[-2.7400265],"[-4.539091017073, 4.105827553769]",-358.030031,penalty,-7.989847
28,[-2.7045826],"[-4.511739950425, 4.083284424681]",-353.040611,penalty,-7.989847
29,[-2.6691386],"[-4.484388883776, 4.060741295593]",-348.051191,penalty,-7.989847
30,[-2.6336947],"[-4.457037817128, 4.038198166506]",-343.061772,penalty,-7.989847
31,[-2.5982507],"[-4.429686750479, 4.015655037418]",-338.072352,penalty,-7.989847
32,[-2.5628068],"[-4.402335683831, 3.993111908330]",-333.082933,penalty,-7.989847
33,[-2.5273628],"[-4.374984617183, 3.970568779242]",-328.093513,penalty,-7.989847
