,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-3.6986659],"[-5.296135321002, 4.695151052479]",-493.546811,penalty,-8.359443
1,[-3.6632219],"[-5.268622044074, 4.672806184868]",-488.560996,penalty,-8.359443
2,[-3.6277780],"[-5.241108767146, 4.650461317257]",-483.575182,penalty,-8.359443
3,[-3.5923340],"[-5.213595490217, 4.628116449647]",-478.589367,penalty,-8.359443
4,[-3.5568901],"[-5.186082213289, 4.605771582036]",-473.603553,penalty,-8.359443
5,[-3.5214461],"[-5.158568936361, 4.583426714425]",-468.617738,penalty,-8.359443
6,[-3.4860022],"[-5.131055659433, 4.561081846815]",-463.631924,penalty,-8.359443
7,[-3.4505582],"[-5.103542382504, 4.538736979204]",-458.646110,penalty,-8.359443
8,[-3.4151143],"[-5.076029105576, 4.516392111593]",-453.660295,penalty,-8.359443
9,[-3.3796703],"[-5.048515828648, 4.494047243983]",-448.674481,penalty,-8.359443
10,[-3.3442264],"[-5.021002551720, 4.471702376372]",-443.688666,penalty,-8.359443
11,[-3.3087825],"[-4.993489274791, 4.449357508761]",-438.702852,penalty,-8.359443
12,[-3.2733385],"[-4.965975997863, 4.427012641151]",-433.717037,penalty,-8.359443
13,[-3.2378946],"[-4.938462720935, 4.404667773540]",-428.731223,penalty,-8.359443
14,[-3.2024506],"[-4.910949444006, 4.382322905929]",-423.745408,penalty,-8.359443
15,[-3.1670067],"[-4.883436167078, 4.359978038319]",-418.759594,penalty,-8.359443
16,[-3.1315627],"[-4.855922890150, 4.337633170708]",-413.773780,penalty,-8.359443
17,[-3.0961188],"[-4.828409613222, 4.315288303097]",-408.787965,penalty,-8.359443
18,[-3.0606748],"[-4.800896336293, 4.292943435487]",-403.802151,penalty,-8.359443
19,[-3.0252309],"[-4.773383059365, 4.270598567876]",-398.816336,penalty,-8.359443
20,[-2.9897869],"[-4.745869782437, 4.248253700265]",-393.830522,penalty,-8.359443
21,[-2.9543430],"[-4.718356505509, 4.225908832655]",-388.844707,penalty,-8.359443
22,[-2.9188990],"[-4.690843228580, 4.203563965044]",-383.858893,penalty,-8.359443
23,[-2.8834551],"[-4.663329951652, 4.181219097433]",-378.873078,penalty,-8.359443
24,[-2.8480111],"[-4.635816674724, 4.158874229823]",-373.887264,penalty,-8.359443
25,[-2.8125672],"[-4.608303397795, 4.136529362212]",-368.901449,penalty,-8.359443
26,[-2.7771232],"[-4.580790120867, 4.114184494601]",-363.915635,penalty,-8.359443
27,[-2.7416793],"[-4.553276843939, 4.091839626991]",-358.929821,penalty,-8.359443
28,[-2.7062353],"[-4.525763567011, 4.069494759380]",-353.944006,penalty,-8.359443
29,[-2.6707914],"[-4.498250290082, 4.047149891769]",-348.958192,penalty,-8.359443
30,[-2.6353474],"[-4.470737013154, 4.024805024159]",-343.972377,penalty,-8.359443
31,[-2.5999035],"[-4.443223736226, 4.002460156548]",-338.986563,penalty,-8.359443
32,[-2.5644595],"[-4.415710459297, 3.980115288937]",-334.000748,penalty,-8.359443
33,[-2.5290156],"[-4.388197182369, 3.957770421327]",-329.014934,penalty,-8.359443
34,[-2.4935716],"[-4.360683905441, 3.935425553716]",-324.029119,penalty,-8.359443
35,[-2.4581277],"[-4.333170628513, 3.913080686105]",-319.043305,penalty,-8.359443
