,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-3.6792607],"[-5.285717946982, 4.706005653032]",-501.416361,penalty,-10.479826
1,[-3.6438168],"[-5.258295570832, 4.683549322027]",-496.380413,penalty,-10.527903
2,[-3.6083728],"[-5.230873194683, 4.661092991022]",-491.343624,penalty,-10.576821
3,[-3.5729289],"[-5.203450818533, 4.638636660018]",-486.305976,penalty,-10.626599
4,[-3.5374849],"[-5.176028442384, 4.616180329013]",-481.267449,penalty,-10.677255
5,[-3.5020410],"[-5.148606066235, 4.593723998008]",-476.228024,penalty,-10.728809
6,[-3.4665970],"[-5.121183690085, 4.571267667004]",-471.187682,penalty,-10.781280
7,[-3.4311531],"[-5.093761313936, 4.548811335999]",-466.146403,penalty,-10.834689
8,[-3.3957091],"[-5.066338937787, 4.526355004994]",-461.104166,penalty,-10.889055
9,[-3.3602652],"[-5.038916561637, 4.503898673990]",-456.060950,penalty,-10.944400
10,[-3.3248212],"[-5.011494185488, 4.481442342985]",-451.016734,penalty,-11.000745
11,[-3.2893773],"[-4.984071809338, 4.458986011980]",-445.971496,penalty,-11.058112
12,[-3.2539333],"[-4.956649433189, 4.436529680976]",-440.925215,penalty,-11.116523
13,[-3.2184894],"[-4.929227057040, 4.414073349971]",-435.877867,penalty,-11.176001
14,[-3.1830454],"[-4.901804680890, 4.391617018966]",-430.829429,penalty,-11.236568
15,[-3.1476015],"[-4.874382304741, 4.369160687962]",-425.779877,penalty,-11.298248
16,[-3.1121575],"[-4.846959928592, 4.346704356957]",-420.729189,penalty,-11.361066
17,[-3.0767136],"[-4.819537552442, 4.324248025952]",-415.677340,penalty,-11.425045
18,[-3.0412696],"[-4.792115176293, 4.301791694947]",-410.624304,penalty,-11.490210
19,[-3.0058257],"[-4.764692800143, 4.279335363943]",-405.570057,penalty,-11.556586
20,[-2.9703817],"[-4.737270423994, 4.256879032938]",-400.514573,penalty,-11.624199
21,[-2.9349378],"[-4.709848047845, 4.234422701933]",-395.457827,penalty,-11.693074
22,[-2.8994938],"[-4.682425671695, 4.211966370929]",-390.399792,penalty,-11.763239
23,[-2.8640499],"[-4.655003295546, 4.189510039924]",-385.340442,penalty,-11.834718
24,[-2.8286059],"[-4.627580919397, 4.167053708919]",-380.279751,penalty,-11.907539
25,[-2.7931620],"[-4.600158543247, 4.144597377915]",-375.217690,penalty,-11.981728
26,[-2.7577180],"[-4.572736167098, 4.122141046910]",-370.154234,penalty,-12.057314
27,[-2.7222741],"[-4.545313790948, 4.099684715905]",-365.089354,penalty,-12.134323
28,[-2.6868301],"[-4.517891414799, 4.077228384901]",-360.023023,penalty,-12.212783
29,[-2.6513862],"[-4.490469038650, 4.054772053896]",-354.955214,penalty,-12.292722
