,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-3.6669362],"[-5.049927578723, 4.949619763274]",-515.777401,penalty,-10.454235
1,[-3.6314923],"[-5.024693710216, 4.924729496179]",-510.716898,penalty,-10.502324
2,[-3.5960483],"[-4.999459841709, 4.899839229085]",-505.655519,penalty,-10.551291
3,[-3.5606044],"[-4.974225973202, 4.874948961990]",-500.593241,penalty,-10.601155
4,[-3.5251604],"[-4.948992104695, 4.850058694895]",-495.530044,penalty,-10.651938
5,[-3.4897165],"[-4.923758236188, 4.825168427801]",-490.465906,penalty,-10.703662
6,[-3.4542725],"[-4.898524367681, 4.800278160706]",-485.400806,penalty,-10.756349
7,[-3.4188286],"[-4.873290499174, 4.775387893612]",-480.334719,penalty,-10.810022
8,[-3.3833846],"[-4.848056630667, 4.750497626517]",-475.267623,penalty,-10.864705
9,[-3.3479407],"[-4.822822762160, 4.725607359423]",-470.199494,penalty,-10.920420
10,[-3.3124967],"[-4.797588893653, 4.700717092328]",-465.130307,penalty,-10.977194
11,[-3.2770528],"[-4.772355025146, 4.675826825233]",-460.060036,penalty,-11.035051
12,[-3.2416088],"[-4.747121156638, 4.650936558139]",-454.988657,penalty,-11.094017
13,[-3.2061649],"[-4.721887288131, 4.626046291044]",-449.916142,penalty,-11.154118
14,[-3.1707209],"[-4.696653419624, 4.601156023950]",-444.842464,penalty,-11.215382
15,[-3.1352770],"[-4.671419551117, 4.576265756855]",-439.767597,penalty,-11.277836
16,[-3.0998330],"[-4.646185682610, 4.551375489760]",-434.691510,penalty,-11.341509
17,[-3.0643891],"[-4.620951814103, 4.526485222666]",-429.614176,penalty,-11.406430
18,[-3.0289451],"[-4.595717945596, 4.501594955571]",-424.535564,penalty,-11.472628
19,[-2.9935012],"[-4.570484077089, 4.476704688477]",-419.455645,penalty,-11.540134
20,[-2.9580572],"[-4.545250208582, 4.451814421382]",-414.374387,penalty,-11.608978
21,[-2.9226133],"[-4.520016340075, 4.426924154288]",-409.291758,penalty,-11.679193
22,[-2.8871693],"[-4.494782471568, 4.402033887193]",-404.207728,penalty,-11.750810
23,[-2.8517254],"[-4.469548603061, 4.377143620098]",-399.122262,penalty,-11.823863
24,[-2.8162814],"[-4.444314734554, 4.352253353004]",-394.035327,penalty,-11.898384
25,[-2.7808375],"[-4.419080866047, 4.327363085909]",-388.946889,penalty,-11.974408
26,[-2.7453935],"[-4.393846997540, 4.302472818815]",-383.856915,penalty,-12.051969
27,[-2.7099496],"[-4.368613129033, 4.277582551720]",-378.765368,penalty,-12.131103
28,[-2.6745056],"[-4.343379260526, 4.252692284626]",-373.672212,penalty,-12.211844
29,[-2.6390617],"[-4.318145392019, 4.227802017531]",-368.577413,penalty,-12.294230
30,[-2.6036178],"[-4.292911523512, 4.202911750436]",-363.480934,penalty,-12.378296
31,[-2.5681738],"[-4.267677655005, 4.178021483342]",-358.382737,penalty,-12.464079
32,[-2.5327299],"[-4.242443786498, 4.153131216247]",-353.282785,penalty,-12.551617
33,[-2.4972859],"[-4.217209917991, 4.128240949153]",-348.181042,penalty,-12.640947
34,[-2.4618420],"[-4.191976049484, 4.103350682058]",-343.077469,penalty,-12.732106
35,[-2.4263980],"[-4.166742180977, 4.078460414964]",-337.972029,penalty,-12.825133
36,[-2.3909541],"[-4.141508312470, 4.053570147869]",-332.864684,penalty,-12.920064
37,[-2.3555101],"[-4.116274443963, 4.028679880774]",-327.755397,penalty,-13.016937
38,[-2.3200662],"[-4.091040575455, 4.003789613680]",-322.644131,penalty,-13.115790
39,[-2.2846222],"[-4.065806706948, 3.978899346585]",-317.530849,penalty,-13.216659
40,[-2.2491783],"[-4.040572838441, 3.954009079491]",-312.415514,penalty,-13.319580
41,[-2.2137343],"[-4.015338969934, 3.929118812396]",-307.298091,penalty,-13.424590
42,[-2.1782904],"[-3.990105101427, 3.904228545302]",-302.178544,penalty,-13.531722
43,[-2.1428464],"[-3.964871232920, 3.879338278207]",-297.056842,penalty,-13.641011
44,[-2.1074025],"[-3.939637364413, 3.854448011112]",-291.932950,penalty,-13.752489
45,[-2.0719585],"[-3.914403495906, 3.829557744018]",-286.806839,penalty,-13.866187
46,[-2.0365146],"[-3.889169627399, 3.804667476923]",-281.678480,penalty,-13.982133
47,[-2.0010706],"[-3.863935758892, 3.779777209829]",-276.547845,penalty,-14.100354
48,[-1.9656267],"[-3.838701890385, 3.754886942734]",-271.414911,penalty,-14.220875
49,[-1.9301827],"[-3.813468021878, 3.729996675639]",-266.279655,penalty,-14.343717
50,[-1.8947388],"[-3.788234153371, 3.705106408545]",-261.142060,penalty,-14.468898
51,[-1.8592948],"[-3.763000284864, 3.680216141450]",-256.002111,penalty,-14.596434
52,[-1.8238509],"[-3.737766416357, 3.655325874356]",-250.859797,penalty,-14.726334
53,[-1.7884069],"[-3.712532547850, 3.630435607261]",-245.715112,penalty,-14.858606
54,[-1.7529630],"[-3.687298679343, 3.605545340167]",-240.568054,penalty,-14.993250
55,[-1.7175190],"[-3.662064810836, 3.580655073072]",-235.418629,penalty,-15.130262
56,[-1.6820751],"[-3.636830942329, 3.555764805977]",-230.266846,penalty,-15.269631
57,[-1.6466311],"[-3.611597073822, 3.530874538883]",-225.112724,penalty,-15.411340
58,[-1.6111872],"[-3.586363205315, 3.505984271788]",-219.956286,penalty,-15.555364
59,[-1.5757432],"[-3.561129336808, 3.481094004694]",-214.797567,penalty,-15.701669
60,[-1.5402993],"[-3.535895468301, 3.456203737599]",-209.636607,penalty,-15.850215
61,[-1.5048553],"[-3.510661599794, 3.431313470505]",-204.473459,penalty,-16.000950
62,[-1.4694114],"[-3.485427731287, 3.406423203410]",-199.308184,penalty,-16.153811
63,[-1.4339674],"[-3.460193862779, 3.381532936315]",-194.140856,penalty,-16.308726
64,[-1.3985235],"[-3.434959994272, 3.356642669221]",-188.971560,penalty,-16.465608
65,[-1.3630795],"[-3.409726125765, 3.331752402126]",-183.800395,penalty,-16.624360
66,[-1.3276356],"[-3.384492257258, 3.306862135032]",-178.627472,penalty,-16.784869
67,[-1.2921916],"[-3.359258388751, 3.281971867937]",-173.452920,penalty,-16.947008
68,[-1.2567477],"[-3.334024520244, 3.257081600843]",-168.276879,penalty,-17.110635
69,[-1.2213037],"[-3.308790651737, 3.232191333748]",-163.099511,penalty,-17.275589
70,[-1.1858598],"[-3.283556783230, 3.207301066653]",-157.920991,penalty,-17.441696
71,[-1.1504158],"[-3.258322914723, 3.182410799559]",-152.741514,penalty,-17.608760
72,[-1.1149719],"[-3.233089046216, 3.157520532464]",-147.561293,penalty,-17.776567
73,[-1.0795279],"[-3.207855177709, 3.132630265370]",-142.380561,penalty,-17.944885
74,[-1.0440840],"[-3.182621309202, 3.107739998275]",-137.199571,penalty,-18.113461
75,[-1.0086400],"[-3.157387440695, 3.082849731181]",-132.018597,penalty,-18.282022
76,[-0.9731961],"[-3.132153572188, 3.057959464086]",-126.837932,penalty,-18.450274
77,[-0.9377522],"[-3.106919703681, 3.033069196991]",-121.657890,penalty,-18.617902
78,[-0.9023082],"[-3.081685835174, 3.008178929897]",-116.478808,penalty,-18.784570
79,[-0.8668643],"[-3.056451966667, 2.983288662802]",-111.301042,penalty,-18.949923
80,[-0.8314203],"[-3.031218098160, 2.958398395708]",-106.124966,penalty,-19.113586
81,[-0.7959764],"[-3.005984229653, 2.933508128613]",-100.950975,penalty,-19.275163
82,[-0.7605324],"[-2.980750361146, 2.908617861518]",-95.779482,penalty,-19.434242
83,[-0.7250885],"[-2.955516492639, 2.883727594424]",-90.610917,penalty,-19.590394
84,[-0.6896445],"[-2.930282624132, 2.858837327329]",-85.445723,penalty,-19.743174
85,[-0.6542006],"[-2.905048755625, 2.833947060235]",-80.284358,penalty,-19.892126
