,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-10.8439798],"[3.690063925483, -6.033071549565]",-839.109925,penalty,-1.213606
1,[-10.8085359],"[3.671057472763, -6.003154526470]",-834.217577,penalty,-1.213607
2,[-10.7730919],"[3.652051020042, -5.973237503376]",-829.325229,penalty,-1.213607
3,[-10.7376480],"[3.633044567321, -5.943320480281]",-824.432881,penalty,-1.213607
4,[-10.7022040],"[3.614038114600, -5.913403457186]",-819.540533,penalty,-1.213608
5,[-10.6667601],"[3.595031661880, -5.883486434092]",-814.648185,penalty,-1.213608
6,[-10.6313161],"[3.576025209159, -5.853569410997]",-809.755838,penalty,-1.213608
7,[-10.5958722],"[3.557018756438, -5.823652387903]",-804.863490,penalty,-1.213609
8,[-10.5604282],"[3.538012303717, -5.793735364808]",-799.971142,penalty,-1.213609
9,[-10.5249843],"[3.519005850996, -5.763818341713]",-795.078794,penalty,-1.213609
10,[-10.4895403],"[3.499999398276, -5.733901318619]",-790.186446,penalty,-1.213610
11,[-10.4540964],"[3.480992945555, -5.703984295524]",-785.294098,penalty,-1.213610
12,[-10.4186524],"[3.461986492834, -5.674067272430]",-780.401750,penalty,-1.213611
13,[-10.3832085],"[3.442980040113, -5.644150249335]",-775.509401,penalty,-1.213611
14,[-10.3477645],"[3.423973587393, -5.614233226240]",-770.617053,penalty,-1.213612
15,[-10.3123206],"[3.404967134672, -5.584316203146]",-765.724705,penalty,-1.213612
16,[-10.2768766],"[3.385960681951, -5.554399180051]",-760.832357,penalty,-1.213613
17,[-10.2414327],"[3.366954229230, -5.524482156957]",-755.940009,penalty,-1.213614
18,[-10.2059888],"[3.347947776509, -5.494565133862]",-751.047661,penalty,-1.213614
19,[-10.1705448],"[3.328941323789, -5.464648110767]",-746.155312,penalty,-1.213615
20,[-10.1351009],"[3.309934871068, -5.434731087673]",-741.262964,penalty,-1.213616
21,[-10.0996569],"[3.290928418347, -5.404814064578]",-736.370616,penalty,-1.213616
22,[-10.0642130],"[3.271921965626, -5.374897041484]",-731.478267,penalty,-1.213617
23,[-10.0287690],"[3.252915512906, -5.344980018389]",-726.585919,penalty,-1.213618
24,[-9.9933251],"[3.233909060185, -5.315062995294]",-721.693570,penalty,-1.213619
25,[-9.9578811],"[3.214902607464, -5.285145972200]",-716.801222,penalty,-1.213620
26,[-9.9224372],"[3.195896154743, -5.255228949105]",-711.908873,penalty,-1.213621
27,[-9.8869932],"[3.176889702022, -5.225311926011]",-707.016525,penalty,-1.213622
28,[-9.8515493],"[3.157883249302, -5.195394902916]",-702.124176,penalty,-1.213623
29,[-9.8161053],"[3.138876796581, -5.165477879821]",-697.231827,penalty,-1.213624
30,[-9.7806614],"[3.119870343860, -5.135560856727]",-692.339478,penalty,-1.213626
31,[-9.7452174],"[3.100863891139, -5.105643833632]",-687.447129,penalty,-1.213627
32,[-9.7097735],"[3.081857438419, -5.075726810538]",-682.554780,penalty,-1.213628
33,[-9.6743295],"[3.062850985698, -5.045809787443]",-677.662431,penalty,-1.213630
34,[-9.6388856],"[3.043844532977, -5.015892764348]",-672.770082,penalty,-1.213631
35,[-9.6034416],"[3.024838080256, -4.985975741254]",-667.877733,penalty,-1.213633
36,[-9.5679977],"[3.005831627535, -4.956058718159]",-662.985384,penalty,-1.213635
37,[-9.5325537],"[2.986825174815, -4.926141695065]",-658.093034,penalty,-1.213637
38,[-9.4971098],"[2.967818722094, -4.896224671970]",-653.200685,penalty,-1.213639
39,[-9.4616658],"[2.948812269373, -4.866307648875]",-648.308335,penalty,-1.213641
40,[-9.4262219],"[2.929805816652, -4.836390625781]",-643.415985,penalty,-1.213643
41,[-9.3907779],"[2.910799363932, -4.806473602686]",-638.523635,penalty,-1.213645
42,[-9.3553340],"[2.891792911211, -4.776556579592]",-633.631285,penalty,-1.213648
43,[-9.3198900],"[2.872786458490, -4.746639556497]",-628.738935,penalty,-1.213650
44,[-9.2844461],"[2.853780005769, -4.716722533402]",-623.846585,penalty,-1.213653
45,[-9.2490021],"[2.834773553049, -4.686805510308]",-618.954234,penalty,-1.213656
46,[-9.2135582],"[2.815767100328, -4.656888487213]",-614.061884,penalty,-1.213659
47,[-9.1781142],"[2.796760647607, -4.626971464119]",-609.169533,penalty,-1.213662
48,[-9.1426703],"[2.777754194886, -4.597054441024]",-604.277182,penalty,-1.213665
49,[-9.1072263],"[2.758747742165, -4.567137417929]",-599.384831,penalty,-1.213669
50,[-9.0717824],"[2.739741289445, -4.537220394835]",-594.492480,penalty,-1.213672
51,[-9.0363384],"[2.720734836724, -4.507303371740]",-589.600128,penalty,-1.213676
52,[-9.0008945],"[2.701728384003, -4.477386348646]",-584.707777,penalty,-1.213681
53,[-8.9654505],"[2.682721931282, -4.447469325551]",-579.815425,penalty,-1.213685
54,[-8.9300066],"[2.663715478562, -4.417552302456]",-574.923072,penalty,-1.213690
55,[-8.8945626],"[2.644709025841, -4.387635279362]",-570.030720,penalty,-1.213694
56,[-8.8591187],"[2.625702573120, -4.357718256267]",-565.138367,penalty,-1.213700
57,[-8.8236747],"[2.606696120399, -4.327801233173]",-560.246014,penalty,-1.213705
58,[-8.7882308],"[2.587689667678, -4.297884210078]",-555.353661,penalty,-1.213711
59,[-8.7527868],"[2.568683214958, -4.267967186983]",-550.461307,penalty,-1.213717
60,[-8.7173429],"[2.549676762237, -4.238050163889]",-545.568953,penalty,-1.213723
61,[-8.6818989],"[2.530670309516, -4.208133140794]",-540.676599,penalty,-1.213730
62,[-8.6464550],"[2.511663856795, -4.178216117700]",-535.784244,penalty,-1.213737
63,[-8.6110110],"[2.492657404075, -4.148299094605]",-530.891889,penalty,-1.213745
64,[-8.5755671],"[2.473650951354, -4.118382071510]",-525.999533,penalty,-1.213753
65,[-8.5401232],"[2.454644498633, -4.088465048416]",-521.107177,penalty,-1.213761
66,[-8.5046792],"[2.435638045912, -4.058548025321]",-516.214821,penalty,-1.213770
67,[-8.4692353],"[2.416631593191, -4.028631002227]",-511.322464,penalty,-1.213779
68,[-8.4337913],"[2.397625140471, -3.998713979132]",-506.430107,penalty,-1.213789
69,[-8.3983474],"[2.378618687750, -3.968796956037]",-501.537749,penalty,-1.213800
70,[-8.3629034],"[2.359612235029, -3.938879932943]",-496.645390,penalty,-1.213811
71,[-8.3274595],"[2.340605782308, -3.908962909848]",-491.753031,penalty,-1.213822
72,[-8.2920155],"[2.321599329588, -3.879045886754]",-486.860671,penalty,-1.213835
73,[-8.2565716],"[2.302592876867, -3.849128863659]",-481.968310,penalty,-1.213848
74,[-8.2211276],"[2.283586424146, -3.819211840564]",-477.075949,penalty,-1.213861
75,[-8.1856837],"[2.264579971425, -3.789294817470]",-472.183587,penalty,-1.213876
76,[-8.1502397],"[2.245573518704, -3.759377794375]",-467.291224,penalty,-1.213891
77,[-8.1147958],"[2.226567065984, -3.729460771281]",-462.398860,penalty,-1.213907
78,[-8.0793518],"[2.207560613263, -3.699543748186]",-457.506496,penalty,-1.213924
79,[-8.0439079],"[2.188554160542, -3.669626725091]",-452.614130,penalty,-1.213942
80,[-8.0084639],"[2.169547707821, -3.639709701997]",-447.721764,penalty,-1.213961
81,[-7.9730200],"[2.150541255101, -3.609792678902]",-442.829396,penalty,-1.213981
82,[-7.9375760],"[2.131534802380, -3.579875655808]",-437.937027,penalty,-1.214002
83,[-7.9021321],"[2.112528349659, -3.549958632713]",-433.044657,penalty,-1.214025
84,[-7.8666881],"[2.093521896938, -3.520041609618]",-428.152286,penalty,-1.214048
85,[-7.8312442],"[2.074515444218, -3.490124586524]",-423.259914,penalty,-1.214073
86,[-7.7958002],"[2.055508991497, -3.460207563429]",-418.367540,penalty,-1.214100
87,[-7.7603563],"[2.036502538776, -3.430290540335]",-413.475164,penalty,-1.214127
88,[-7.7249123],"[2.017496086055, -3.400373517240]",-408.582787,penalty,-1.214157
89,[-7.6894684],"[1.998489633334, -3.370456494145]",-403.690409,penalty,-1.214188
90,[-7.6540244],"[1.979483180614, -3.340539471051]",-398.798028,penalty,-1.214221
91,[-7.6185805],"[1.960476727893, -3.310622447956]",-393.905646,penalty,-1.214255
92,[-7.5831365],"[1.941470275172, -3.280705424862]",-389.013262,penalty,-1.214292
93,[-7.5476926],"[1.922463822451, -3.250788401767]",-384.120875,penalty,-1.214331
94,[-7.5122486],"[1.903457369731, -3.220871378672]",-379.228487,penalty,-1.214372
95,[-7.4768047],"[1.884450917010, -3.190954355578]",-374.336096,penalty,-1.214415
96,[-7.4413607],"[1.865444464289, -3.161037332483]",-369.443703,penalty,-1.214461
97,[-7.4059168],"[1.846438011568, -3.131120309389]",-364.551307,penalty,-1.214509
98,[-7.3704728],"[1.827431558847, -3.101203286294]",-359.658908,penalty,-1.214560
99,[-7.3350289],"[1.808425106127, -3.071286263199]",-354.766507,penalty,-1.214614
100,[-7.2995849],"[1.789418653406, -3.041369240105]",-349.874102,penalty,-1.214671
101,[-7.2641410],"[1.770412200685, -3.011452217010]",-344.981694,penalty,-1.214732
102,[-7.2286970],"[1.751405747964, -2.981535193916]",-340.089282,penalty,-1.214796
103,[-7.1932531],"[1.732399295244, -2.951618170821]",-335.196867,penalty,-1.214863
104,[-7.1578091],"[1.713392842523, -2.921701147726]",-330.304448,penalty,-1.214935
105,[-7.1223652],"[1.694386389802, -2.891784124632]",-325.412025,penalty,-1.215010
106,[-7.0869212],"[1.675379937081, -2.861867101537]",-320.519598,penalty,-1.215090
107,[-7.0514773],"[1.656373484360, -2.831950078443]",-315.627165,penalty,-1.215175
108,[-7.0160333],"[1.637367031640, -2.802033055348]",-310.734728,penalty,-1.215264
109,[-6.9805894],"[1.618360578919, -2.772116032253]",-305.842286,penalty,-1.215359
110,[-6.9451454],"[1.599354126198, -2.742199009159]",-300.949838,penalty,-1.215459
111,[-6.9097015],"[1.580347673477, -2.712281986064]",-296.057384,penalty,-1.215566
112,[-6.8742576],"[1.561341220757, -2.682364962970]",-291.164924,penalty,-1.215678
113,[-6.8388136],"[1.542334768036, -2.652447939875]",-286.272457,penalty,-1.215797
114,[-6.8033697],"[1.523328315315, -2.622530916780]",-281.379984,penalty,-1.215923
