,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-7.9977514],"[-8.294688163137, -1.818502065550]",-777.991638,penalty,-9.926804
1,[-7.9623074],"[-8.270061456255, -1.793010913673]",-772.979795,penalty,-9.926862
2,[-7.9268635],"[-8.245434749372, -1.767519761797]",-767.967951,penalty,-9.926920
3,[-7.8914195],"[-8.220808042490, -1.742028609920]",-762.956108,penalty,-9.926977
4,[-7.8559756],"[-8.196181335607, -1.716537458044]",-757.944265,penalty,-9.927034
5,[-7.8205316],"[-8.171554628725, -1.691046306167]",-752.932423,penalty,-9.927091
6,[-7.7850877],"[-8.146927921842, -1.665555154291]",-747.920580,penalty,-9.927147
7,[-7.7496437],"[-8.122301214960, -1.640064002414]",-742.908738,penalty,-9.927204
8,[-7.7141998],"[-8.097674508077, -1.614572850538]",-737.896896,penalty,-9.927260
9,[-7.6787558],"[-8.073047801195, -1.589081698661]",-732.885054,penalty,-9.927316
10,[-7.6433119],"[-8.048421094312, -1.563590546784]",-727.873213,penalty,-9.927371
11,[-7.6078679],"[-8.023794387430, -1.538099394908]",-722.861372,penalty,-9.927426
12,[-7.5724240],"[-7.999167680547, -1.512608243031]",-717.849531,penalty,-9.927481
13,[-7.5369800],"[-7.974540973665, -1.487117091155]",-712.837690,penalty,-9.927536
14,[-7.5015361],"[-7.949914266782, -1.461625939278]",-707.825850,penalty,-9.927591
15,[-7.4660921],"[-7.925287559900, -1.436134787402]",-702.814010,penalty,-9.927645
16,[-7.4306482],"[-7.900660853017, -1.410643635525]",-697.802170,penalty,-9.927699
17,[-7.3952042],"[-7.876034146135, -1.385152483649]",-692.790330,penalty,-9.927753
18,[-7.3597603],"[-7.851407439252, -1.359661331772]",-687.778491,penalty,-9.927806
19,[-7.3243163],"[-7.826780732370, -1.334170179896]",-682.766651,penalty,-9.927860
20,[-7.2888724],"[-7.802154025487, -1.308679028019]",-677.754813,penalty,-9.927913
21,[-7.2534284],"[-7.777527318605, -1.283187876142]",-672.742974,penalty,-9.927965
22,[-7.2179845],"[-7.752900611722, -1.257696724266]",-667.731136,penalty,-9.928018
23,[-7.1825405],"[-7.728273904840, -1.232205572389]",-662.719297,penalty,-9.928070
24,[-7.1470966],"[-7.703647197957, -1.206714420513]",-657.707459,penalty,-9.928122
25,[-7.1116526],"[-7.679020491075, -1.181223268636]",-652.695622,penalty,-9.928174
26,[-7.0762087],"[-7.654393784192, -1.155732116760]",-647.683784,penalty,-9.928225
27,[-7.0407647],"[-7.629767077310, -1.130240964883]",-642.671947,penalty,-9.928277
28,[-7.0053208],"[-7.605140370427, -1.104749813007]",-637.660110,penalty,-9.928328
29,[-6.9698768],"[-7.580513663545, -1.079258661130]",-632.648274,penalty,-9.928378
30,[-6.9344329],"[-7.555886956662, -1.053767509253]",-627.636437,penalty,-9.928429
31,[-6.8989889],"[-7.531260249780, -1.028276357377]",-622.624601,penalty,-9.928479
32,[-6.8635450],"[-7.506633542897, -1.002785205500]",-617.612766,penalty,-9.928529
33,[-6.8281010],"[-7.482006836015, -0.977294053624]",-612.600930,penalty,-9.928579
34,[-6.7926571],"[-7.457380129132, -0.951802901747]",-607.589095,penalty,-9.928628
35,[-6.7572131],"[-7.432753422250, -0.926311749871]",-602.577259,penalty,-9.928678
36,[-6.7217692],"[-7.408126715367, -0.900820597994]",-597.565425,penalty,-9.928727
37,[-6.6863252],"[-7.383500008485, -0.875329446118]",-592.553590,penalty,-9.928775
38,[-6.6508813],"[-7.358873301602, -0.849838294241]",-587.541756,penalty,-9.928824
39,[-6.6154373],"[-7.334246594720, -0.824347142364]",-582.529922,penalty,-9.928872
40,[-6.5799934],"[-7.309619887837, -0.798855990488]",-577.518088,penalty,-9.928920
41,[-6.5445494],"[-7.284993180955, -0.773364838611]",-572.506254,penalty,-9.928968
42,[-6.5091055],"[-7.260366474072, -0.747873686735]",-567.494421,penalty,-9.929015
43,[-6.4736615],"[-7.235739767190, -0.722382534858]",-562.482588,penalty,-9.929062
44,[-6.4382176],"[-7.211113060307, -0.696891382982]",-557.470755,penalty,-9.929109
45,[-6.4027736],"[-7.186486353425, -0.671400231105]",-552.458922,penalty,-9.929156
46,[-6.3673297],"[-7.161859646542, -0.645909079229]",-547.447090,penalty,-9.929203
47,[-6.3318858],"[-7.137232939660, -0.620417927352]",-542.435258,penalty,-9.929249
48,[-6.2964418],"[-7.112606232777, -0.594926775475]",-537.423426,penalty,-9.929295
49,[-6.2609979],"[-7.087979525895, -0.569435623599]",-532.411594,penalty,-9.929340
50,[-6.2255539],"[-7.063352819012, -0.543944471722]",-527.399763,penalty,-9.929386
51,[-6.1901100],"[-7.038726112130, -0.518453319846]",-522.387932,penalty,-9.929431
52,[-6.1546660],"[-7.014099405247, -0.492962167969]",-517.376101,penalty,-9.929476
53,[-6.1192221],"[-6.989472698365, -0.467471016093]",-512.364271,penalty,-9.929521
54,[-6.0837781],"[-6.964845991482, -0.441979864216]",-507.352440,penalty,-9.929565
55,[-6.0483342],"[-6.940219284600, -0.416488712340]",-502.340610,penalty,-9.929609
56,[-6.0128902],"[-6.915592577717, -0.390997560463]",-497.328781,penalty,-9.929653
57,[-5.9774463],"[-6.890965870835, -0.365506408586]",-492.316951,penalty,-9.929697
58,[-5.9420023],"[-6.866339163952, -0.340015256710]",-487.305122,penalty,-9.929740
59,[-5.9065584],"[-6.841712457070, -0.314524104833]",-482.293293,penalty,-9.929783
60,[-5.8711144],"[-6.817085750187, -0.289032952957]",-477.281464,penalty,-9.929826
61,[-5.8356705],"[-6.792459043305, -0.263541801080]",-472.269635,penalty,-9.929869
62,[-5.8002265],"[-6.767832336423, -0.238050649204]",-467.257807,penalty,-9.929911
63,[-5.7647826],"[-6.743205629540, -0.212559497327]",-462.245979,penalty,-9.929954
64,[-5.7293386],"[-6.718578922658, -0.187068345451]",-457.234151,penalty,-9.929995
65,[-5.6938947],"[-6.693952215775, -0.161577193574]",-452.222324,penalty,-9.930037
66,[-5.6584507],"[-6.669325508893, -0.136086041697]",-447.210496,penalty,-9.930078
67,[-5.6230068],"[-6.644698802010, -0.110594889821]",-442.198669,penalty,-9.930120
68,[-5.5875628],"[-6.620072095128, -0.085103737944]",-437.186843,penalty,-9.930160
69,[-5.5521189],"[-6.595445388245, -0.059612586068]",-432.175016,penalty,-9.930201
70,[-5.5166749],"[-6.570818681363, -0.034121434191]",-427.163190,penalty,-9.930241
71,[-5.4812310],"[-6.546191974480, -0.008630282315]",-422.151364,penalty,-9.930282
72,[-5.4457870],"[-6.521565267598, 0.016860869562]",-417.139538,penalty,-9.930321
73,[-5.4103431],"[-6.496938560715, 0.042352021438]",-412.127713,penalty,-9.930361
74,[-5.3748991],"[-6.472311853833, 0.067843173315]",-407.115887,penalty,-9.930400
75,[-5.3394552],"[-6.447685146950, 0.093334325192]",-402.104062,penalty,-9.930440
76,[-5.3040112],"[-6.423058440068, 0.118825477068]",-397.092238,penalty,-9.930478
77,[-5.2685673],"[-6.398431733185, 0.144316628945]",-392.080413,penalty,-9.930517
78,[-5.2331233],"[-6.373805026303, 0.169807780821]",-387.068589,penalty,-9.930555
79,[-5.1976794],"[-6.349178319420, 0.195298932698]",-382.056765,penalty,-9.930594
80,[-5.1622354],"[-6.324551612538, 0.220790084574]",-377.044941,penalty,-9.930631
81,[-5.1267915],"[-6.299924905655, 0.246281236451]",-372.033118,penalty,-9.930669
82,[-5.0913475],"[-6.275298198773, 0.271772388327]",-367.021295,penalty,-9.930706
83,[-5.0559036],"[-6.250671491890, 0.297263540204]",-362.009472,penalty,-9.930743
84,[-5.0204596],"[-6.226044785008, 0.322754692081]",-356.997649,penalty,-9.930780
85,[-4.9850157],"[-6.201418078125, 0.348245843957]",-351.985826,penalty,-9.930817
86,[-4.9495717],"[-6.176791371243, 0.373736995834]",-346.974004,penalty,-9.930853
87,[-4.9141278],"[-6.152164664360, 0.399228147710]",-341.962182,penalty,-9.930889
88,[-4.8786838],"[-6.127537957478, 0.424719299587]",-336.950361,penalty,-9.930925
89,[-4.8432399],"[-6.102911250595, 0.450210451463]",-331.938539,penalty,-9.930961
90,[-4.8077959],"[-6.078284543713, 0.475701603340]",-326.926718,penalty,-9.930996
91,[-4.7723520],"[-6.053657836830, 0.501192755216]",-321.914897,penalty,-9.931031
92,[-4.7369080],"[-6.029031129948, 0.526683907093]",-316.903076,penalty,-9.931066
93,[-4.7014641],"[-6.004404423065, 0.552175058970]",-311.891256,penalty,-9.931100
94,[-4.6660202],"[-5.979777716183, 0.577666210846]",-306.879436,penalty,-9.931135
95,[-4.6305762],"[-5.955151009300, 0.603157362723]",-301.867616,penalty,-9.931169
96,[-4.5951323],"[-5.930524302418, 0.628648514599]",-296.855796,penalty,-9.931203
97,[-4.5596883],"[-5.905897595535, 0.654139666476]",-291.843977,penalty,-9.931236
98,[-4.5242444],"[-5.881270888653, 0.679630818352]",-286.832157,penalty,-9.931269
99,[-4.4888004],"[-5.856644181770, 0.705121970229]",-281.820339,penalty,-9.931302
100,[-4.4533565],"[-5.832017474888, 0.730613122105]",-276.808520,penalty,-9.931335
101,[-4.4179125],"[-5.807390768005, 0.756104273982]",-271.796701,penalty,-9.931368
102,[-4.3824686],"[-5.782764061123, 0.781595425859]",-266.784883,penalty,-9.931400
103,[-4.3470246],"[-5.758137354240, 0.807086577735]",-261.773065,penalty,-9.931432
104,[-4.3115807],"[-5.733510647358, 0.832577729612]",-256.761248,penalty,-9.931464
105,[-4.2761367],"[-5.708883940475, 0.858068881488]",-251.749430,penalty,-9.931495
106,[-4.2406928],"[-5.684257233593, 0.883560033365]",-246.737613,penalty,-9.931527
107,[-4.2052488],"[-5.659630526710, 0.909051185241]",-241.725796,penalty,-9.931558
108,[-4.1698049],"[-5.635003819828, 0.934542337118]",-236.713980,penalty,-9.931588
109,[-4.1343609],"[-5.610377112945, 0.960033488994]",-231.702163,penalty,-9.931619
110,[-4.0989170],"[-5.585750406063, 0.985524640871]",-226.690347,penalty,-9.931649
111,[-4.0634730],"[-5.561123699180, 1.011015792748]",-221.678531,penalty,-9.931679
112,[-4.0280291],"[-5.536496992298, 1.036506944624]",-216.666716,penalty,-9.931709
113,[-3.9925851],"[-5.511870285415, 1.061998096501]",-211.654900,penalty,-9.931738
114,[-3.9571412],"[-5.487243578533, 1.087489248377]",-206.643085,penalty,-9.931768
115,[-3.9216972],"[-5.462616871650, 1.112980400254]",-201.631270,penalty,-9.931797
116,[-3.8862533],"[-5.437990164768, 1.138471552130]",-196.619456,penalty,-9.931825
117,[-3.8508093],"[-5.413363457885, 1.163962704007]",-191.607641,penalty,-9.931854
118,[-3.8153654],"[-5.388736751003, 1.189453855883]",-186.595827,penalty,-9.931882
119,[-3.7799214],"[-5.364110044120, 1.214945007760]",-181.584013,penalty,-9.931910
120,[-3.7444775],"[-5.339483337238, 1.240436159637]",-176.572200,penalty,-9.931938
121,[-3.7090335],"[-5.314856630355, 1.265927311513]",-171.560386,penalty,-9.931965
122,[-3.6735896],"[-5.290229923473, 1.291418463390]",-166.548573,penalty,-9.931993
123,[-3.6381456],"[-5.265603216590, 1.316909615266]",-161.536761,penalty,-9.932019
124,[-3.6027017],"[-5.240976509708, 1.342400767143]",-156.524948,penalty,-9.932046
125,[-3.5672577],"[-5.216349802825, 1.367891919019]",-151.513136,penalty,-9.932073
126,[-3.5318138],"[-5.191723095943, 1.393383070896]",-146.501324,penalty,-9.932099
127,[-3.4963698],"[-5.167096389060, 1.418874222772]",-141.489512,penalty,-9.932125
128,[-3.4609259],"[-5.142469682178, 1.444365374649]",-136.477700,penalty,-9.932150
129,[-3.4254819],"[-5.117842975295, 1.469856526525]",-131.465889,penalty,-9.932176
130,[-3.3900380],"[-5.093216268413, 1.495347678402]",-126.454078,penalty,-9.932201
131,[-3.3545940],"[-5.068589561530, 1.520838830279]",-121.442267,penalty,-9.932226
132,[-3.3191501],"[-5.043962854648, 1.546329982155]",-116.430456,penalty,-9.932251
133,[-3.2837061],"[-5.019336147765, 1.571821134032]",-111.418646,penalty,-9.932275
134,[-3.2482622],"[-4.994709440883, 1.597312285908]",-106.406836,penalty,-9.932299
135,[-3.2128182],"[-4.970082734000, 1.622803437785]",-101.395026,penalty,-9.932323
136,[-3.1773743],"[-4.945456027118, 1.648294589661]",-96.383217,penalty,-9.932347
137,[-3.1419303],"[-4.920829320235, 1.673785741538]",-91.371407,penalty,-9.932370
138,[-3.1064864],"[-4.896202613353, 1.699276893414]",-86.359598,penalty,-9.932394
139,[-3.0710424],"[-4.871575906470, 1.724768045291]",-81.347790,penalty,-9.932416
