,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-3.5191770],"[-5.808231181332, 5.143954817877]",-245.218730,penalty,-25.585543
1,[-3.4837330],"[-5.774377207549, 5.133458057661]",-240.783654,penalty,-25.585546
2,[-3.4482891],"[-5.740523233767, 5.122961297446]",-236.348577,penalty,-25.585549
3,[-3.4128451],"[-5.706669259985, 5.112464537231]",-231.913501,penalty,-25.585552
4,[-3.3774012],"[-5.672815286203, 5.101967777015]",-227.478425,penalty,-25.585555
5,[-3.3419572],"[-5.638961312420, 5.091471016800]",-223.043349,penalty,-25.585558
6,[-3.3065133],"[-5.605107338638, 5.080974256585]",-218.608272,penalty,-25.585560
7,[-3.2710693],"[-5.571253364856, 5.070477496369]",-214.173196,penalty,-25.585563
8,[-3.2356254],"[-5.537399391074, 5.059980736154]",-209.738120,penalty,-25.585566
9,[-3.2001814],"[-5.503545417291, 5.049483975939]",-205.303044,penalty,-25.585569
10,[-3.1647375],"[-5.469691443509, 5.038987215723]",-200.867968,penalty,-25.585571
11,[-3.1292935],"[-5.435837469727, 5.028490455508]",-196.432892,penalty,-25.585574
12,[-3.0938496],"[-5.401983495944, 5.017993695293]",-191.997816,penalty,-25.585577
13,[-3.0584056],"[-5.368129522162, 5.007496935077]",-187.562740,penalty,-25.585579
14,[-3.0229617],"[-5.334275548380, 4.997000174862]",-183.427646,penalty,-25.585582
15,[-2.9875177],"[-5.300421574598, 4.986503414647]",-180.042246,penalty,-25.585585
16,[-2.9520738],"[-5.266567600815, 4.976006654431]",-176.656846,penalty,-25.585587
17,[-2.9166298],"[-5.232713627033, 4.965509894216]",-173.271447,penalty,-25.585590
18,[-2.8811859],"[-5.198859653251, 4.955013134001]",-169.886047,penalty,-25.585592
19,[-2.8457419],"[-5.165005679468, 4.944516373785]",-166.500647,penalty,-25.585594
20,[-2.8102980],"[-5.131151705686, 4.934019613570]",-163.115247,penalty,-25.585597
21,[-2.7748540],"[-5.097297731904, 4.923522853355]",-159.729848,penalty,-25.585599
22,[-2.7394101],"[-5.063443758122, 4.913026093139]",-156.344448,penalty,-25.585602
23,[-2.7039661],"[-5.029589784339, 4.902529332924]",-152.959049,penalty,-25.585604
