,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-8.2071558],"[-8.229601757807, -2.030492790092]",-792.522023,penalty,0.056567
1,[-8.1717118],"[-8.205577116803, -2.004433432070]",-787.513624,penalty,0.056567
2,[-8.1362679],"[-8.181552475799, -1.978374074049]",-782.505225,penalty,0.056568
3,[-8.1008239],"[-8.157527834795, -1.952314716027]",-777.496826,penalty,0.056569
4,[-8.0653800],"[-8.133503193790, -1.926255358006]",-772.488427,penalty,0.056570
5,[-8.0299360],"[-8.109478552786, -1.900195999985]",-767.480028,penalty,0.056571
6,[-7.9944921],"[-8.085453911782, -1.874136641963]",-762.471629,penalty,0.056572
7,[-7.9590481],"[-8.061429270778, -1.848077283942]",-757.463230,penalty,0.056573
8,[-7.9236042],"[-8.037404629773, -1.822017925920]",-752.454831,penalty,0.056574
9,[-7.8881602],"[-8.013379988769, -1.795958567899]",-747.446433,penalty,0.056575
10,[-7.8527163],"[-7.989355347765, -1.769899209878]",-742.438034,penalty,0.056576
11,[-7.8172724],"[-7.965330706761, -1.743839851856]",-737.429635,penalty,0.056578
12,[-7.7818284],"[-7.941306065756, -1.717780493835]",-732.421237,penalty,0.056579
13,[-7.7463845],"[-7.917281424752, -1.691721135813]",-727.412839,penalty,0.056581
14,[-7.7109405],"[-7.893256783748, -1.665661777792]",-722.404441,penalty,0.056583
15,[-7.6754966],"[-7.869232142744, -1.639602419771]",-717.396043,penalty,0.056585
16,[-7.6400526],"[-7.845207501739, -1.613543061749]",-712.387645,penalty,0.056587
17,[-7.6046087],"[-7.821182860735, -1.587483703728]",-707.379247,penalty,0.056589
18,[-7.5691647],"[-7.797158219731, -1.561424345706]",-702.370849,penalty,0.056591
19,[-7.5337208],"[-7.773133578727, -1.535364987685]",-697.362452,penalty,0.056594
20,[-7.4982768],"[-7.749108937723, -1.509305629664]",-692.354055,penalty,0.056596
21,[-7.4628329],"[-7.725084296718, -1.483246271642]",-687.345658,penalty,0.056599
22,[-7.4273889],"[-7.701059655714, -1.457186913621]",-682.337261,penalty,0.056602
23,[-7.3919450],"[-7.677035014710, -1.431127555599]",-677.328864,penalty,0.056606
24,[-7.3565010],"[-7.653010373706, -1.405068197578]",-672.320468,penalty,0.056609
25,[-7.3210571],"[-7.628985732701, -1.379008839557]",-667.312072,penalty,0.056613
26,[-7.2856131],"[-7.604961091697, -1.352949481535]",-662.303676,penalty,0.056617
27,[-7.2501692],"[-7.580936450693, -1.326890123514]",-657.295281,penalty,0.056621
28,[-7.2147252],"[-7.556911809689, -1.300830765492]",-652.286885,penalty,0.056626
29,[-7.1792813],"[-7.532887168684, -1.274771407471]",-647.278491,penalty,0.056631
30,[-7.1438373],"[-7.508862527680, -1.248712049450]",-642.270096,penalty,0.056637
31,[-7.1083934],"[-7.484837886676, -1.222652691428]",-637.261702,penalty,0.056643
32,[-7.0729494],"[-7.460813245672, -1.196593333407]",-632.253309,penalty,0.056649
33,[-7.0375055],"[-7.436788604667, -1.170533975386]",-627.244915,penalty,0.056656
34,[-7.0020615],"[-7.412763963663, -1.144474617364]",-622.236523,penalty,0.056663
35,[-6.9666176],"[-7.388739322659, -1.118415259343]",-617.228131,penalty,0.056671
36,[-6.9311736],"[-7.364714681655, -1.092355901321]",-612.219739,penalty,0.056679
