,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-3.1159225],"[-4.577807873589, 5.458055075725]",-45.806462,penalty,-8.571366
1,[-3.0804785],"[-4.551904959719, 5.433861841777]",-43.387079,penalty,-8.571480
2,[-3.0450346],"[-4.526002045848, 5.409668607829]",-40.967696,penalty,-8.571593
3,[-3.0095906],"[-4.500099131978, 5.385475373880]",-38.548315,penalty,-8.571704
4,[-2.9741467],"[-4.474196218107, 5.361282139932]",-36.128935,penalty,-8.571813
5,[-2.9387027],"[-4.448293304236, 5.337088905983]",-33.709556,penalty,-8.571921
6,[-2.9032588],"[-4.422390390366, 5.312895672035]",-31.290178,penalty,-8.572028
7,[-2.8678148],"[-4.396487476495, 5.288702438087]",-28.870801,penalty,-8.572133
8,[-2.8323709],"[-4.370584562625, 5.264509204138]",-26.451425,penalty,-8.572237
9,[-2.7969269],"[-4.344681648754, 5.240315970190]",-24.032050,penalty,-8.572339
10,[-2.7614830],"[-4.318778734883, 5.216122736241]",-21.612676,penalty,-8.572439
11,[-2.7260390],"[-4.292875821013, 5.191929502293]",-19.193303,penalty,-8.572538
12,[-2.6905951],"[-4.266972907142, 5.167736268345]",-16.773932,penalty,-8.572636
13,[-2.6551511],"[-4.241069993272, 5.143543034396]",-14.354561,penalty,-8.572732
14,[-2.6197072],"[-4.215167079401, 5.119349800448]",-11.935192,penalty,-8.572827
15,[-2.5842632],"[-4.189264165531, 5.095156566499]",-9.515823,penalty,-8.572920
16,[-2.5488193],"[-4.163361251660, 5.070963332551]",-7.096456,penalty,-8.573011
17,[-2.5133753],"[-4.137458337789, 5.046770098603]",-4.677090,penalty,-8.573101
18,[-2.4779314],"[-4.111555423919, 5.022576864654]",-2.257725,penalty,-8.573190
19,[-2.4424874],"[-4.085652510048, 4.998383630706]",0.000000,no penalty,-8.573277
20,[-2.4070435],"[-4.059749596178, 4.974190396757]",0.000000,no penalty,-8.573362
21,[-2.3715995],"[-4.033846682307, 4.949997162809]",0.000000,no penalty,-8.573447
22,[-2.3361556],"[-4.007943768436, 4.925803928861]",0.000000,no penalty,-8.573529
23,[-2.3007116],"[-3.982040854566, 4.901610694912]",0.000000,no penalty,-8.573610
24,[-2.2652677],"[-3.956137940695, 4.877417460964]",0.000000,no penalty,-8.573690
25,[-2.2298237],"[-3.930235026825, 4.853224227015]",0.000000,no penalty,-8.573768
26,[-2.1943798],"[-3.904332112954, 4.829030993067]",0.000000,no penalty,-8.573844
27,[-2.1589358],"[-3.878429199083, 4.804837759118]",0.000000,no penalty,-8.573919
28,[-2.1234919],"[-3.852526285213, 4.780644525170]",0.000000,no penalty,-8.573993
29,[-2.0880480],"[-3.826623371342, 4.756451291222]",0.000000,no penalty,-8.574065
30,[-2.0526040],"[-3.800720457472, 4.732258057273]",0.000000,no penalty,-8.574136
31,[-2.0171601],"[-3.774817543601, 4.708064823325]",0.000000,no penalty,-8.574205
32,[-1.9817161],"[-3.748914629730, 4.683871589376]",0.000000,no penalty,-8.574272
33,[-1.9462722],"[-3.723011715860, 4.659678355428]",0.000000,no penalty,-8.574338
34,[-1.9108282],"[-3.697108801989, 4.635485121480]",0.000000,no penalty,-8.574403
35,[-1.8753843],"[-3.671205888119, 4.611291887531]",0.000000,no penalty,-8.574466
36,[-1.8399403],"[-3.645302974248, 4.587098653583]",0.000000,no penalty,-8.574527
37,[-1.8044964],"[-3.619400060377, 4.562905419634]",0.000000,no penalty,-8.574587
38,[-1.7690524],"[-3.593497146507, 4.538712185686]",0.000000,no penalty,-8.574646
39,[-1.7336085],"[-3.567594232636, 4.514518951738]",0.000000,no penalty,-8.574703
40,[-1.6981645],"[-3.541691318766, 4.490325717789]",0.000000,no penalty,-8.574758
41,[-1.6627206],"[-3.515788404895, 4.466132483841]",0.000000,no penalty,-8.574812
42,[-1.6272766],"[-3.489885491024, 4.441939249892]",0.000000,no penalty,-8.574865
43,[-1.5918327],"[-3.463982577154, 4.417746015944]",0.000000,no penalty,-8.574916
44,[-1.5563887],"[-3.438079663283, 4.393552781996]",0.000000,no penalty,-8.574965
45,[-1.5209448],"[-3.412176749413, 4.369359548047]",0.000000,no penalty,-8.575013
46,[-1.4855008],"[-3.386273835542, 4.345166314099]",0.000000,no penalty,-8.575060
47,[-1.4500569],"[-3.360370921671, 4.320973080150]",0.000000,no penalty,-8.575105
48,[-1.4146129],"[-3.334468007801, 4.296779846202]",0.000000,no penalty,-8.575148
49,[-1.3791690],"[-3.308565093930, 4.272586612254]",0.000000,no penalty,-8.575190
50,[-1.3437250],"[-3.282662180060, 4.248393378305]",0.000000,no penalty,-8.575231
51,[-1.3082811],"[-3.256759266189, 4.224200144357]",0.000000,no penalty,-8.575270
52,[-1.2728371],"[-3.230856352318, 4.200006910408]",0.000000,no penalty,-8.575307
53,[-1.2373932],"[-3.204953438448, 4.175813676460]",0.000000,no penalty,-8.575343
54,[-1.2019492],"[-3.179050524577, 4.151620442512]",0.000000,no penalty,-8.575378
55,[-1.1665053],"[-3.153147610707, 4.127427208563]",0.000000,no penalty,-8.575410
56,[-1.1310613],"[-3.127244696836, 4.103233974615]",0.000000,no penalty,-8.575442
