,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-5.4273060],"[-0.706929550409, -7.866588048909]",-286.658765,penalty,-0.434016
1,[-5.3918620],"[-0.719817471229, -7.833570250484]",-283.356983,penalty,-0.434016
2,[-5.3564181],"[-0.732705392049, -7.800552452060]",-280.055201,penalty,-0.434016
3,[-5.3209741],"[-0.745593312870, -7.767534653635]",-276.753419,penalty,-0.434016
4,[-5.2855302],"[-0.758481233690, -7.734516855211]",-273.451637,penalty,-0.434016
5,[-5.2500862],"[-0.771369154510, -7.701499056786]",-270.149854,penalty,-0.434016
6,[-5.2146423],"[-0.784257075331, -7.668481258362]",-266.848072,penalty,-0.434016
7,[-5.1791983],"[-0.797144996151, -7.635463459938]",-263.546289,penalty,-0.434016
8,[-5.1437544],"[-0.810032916971, -7.602445661513]",-260.244506,penalty,-0.434016
9,[-5.1083104],"[-0.822920837792, -7.569427863089]",-256.942723,penalty,-0.434016
10,[-5.0728665],"[-0.835808758612, -7.536410064664]",-253.640940,penalty,-0.434016
11,[-5.0374225],"[-0.848696679432, -7.503392266240]",-250.339156,penalty,-0.434016
12,[-5.0019786],"[-0.861584600253, -7.470374467815]",-247.037373,penalty,-0.434016
13,[-4.9665346],"[-0.874472521073, -7.437356669391]",-243.735589,penalty,-0.434016
14,[-4.9310907],"[-0.887360441893, -7.404338870966]",-240.433805,penalty,-0.434016
15,[-4.8956467],"[-0.900248362714, -7.371321072542]",-237.132021,penalty,-0.434016
16,[-4.8602028],"[-0.913136283534, -7.338303274117]",-233.830236,penalty,-0.434016
17,[-4.8247588],"[-0.926024204354, -7.305285475693]",-230.528452,penalty,-0.434016
18,[-4.7893149],"[-0.938912125174, -7.272267677268]",-227.226667,penalty,-0.434016
19,[-4.7538709],"[-0.951800045995, -7.239249878844]",-223.924881,penalty,-0.434016
20,[-4.7184270],"[-0.964687966815, -7.206232080419]",-220.623096,penalty,-0.434016
21,[-4.6829830],"[-0.977575887635, -7.173214281995]",-217.321310,penalty,-0.434016
22,[-4.6475391],"[-0.990463808456, -7.140196483570]",-214.019524,penalty,-0.434016
23,[-4.6120951],"[-1.003351729276, -7.107178685146]",-210.717738,penalty,-0.434016
24,[-4.5766512],"[-1.016239650096, -7.074160886721]",-207.415951,penalty,-0.434016
25,[-4.5412072],"[-1.029127570917, -7.041143088297]",-204.114164,penalty,-0.434016
26,[-4.5057633],"[-1.042015491737, -7.008125289873]",-200.812376,penalty,-0.434016
27,[-4.4703193],"[-1.054903412557, -6.975107491448]",-197.510588,penalty,-0.434016
28,[-4.4348754],"[-1.067791333378, -6.942089693024]",-194.208800,penalty,-0.434016
29,[-4.3994314],"[-1.080679254198, -6.909071894599]",-190.907011,penalty,-0.434016
30,[-4.3639875],"[-1.093567175018, -6.876054096175]",-187.605222,penalty,-0.434016
31,[-4.3285435],"[-1.106455095839, -6.843036297750]",-184.303432,penalty,-0.434016
32,[-4.2930996],"[-1.119343016659, -6.810018499326]",-181.001642,penalty,-0.434016
33,[-4.2576557],"[-1.132230937479, -6.777000700901]",-177.699851,penalty,-0.434016
34,[-4.2222117],"[-1.145118858299, -6.743982902477]",-174.398059,penalty,-0.434016
35,[-4.1867678],"[-1.158006779120, -6.710965104052]",-171.096267,penalty,-0.434016
36,[-4.1513238],"[-1.170894699940, -6.677947305628]",-167.794475,penalty,-0.434016
37,[-4.1158799],"[-1.183782620760, -6.644929507203]",-164.492681,penalty,-0.434016
38,[-4.0804359],"[-1.196670541581, -6.611911708779]",-161.190887,penalty,-0.434016
39,[-4.0449920],"[-1.209558462401, -6.578893910354]",-157.889093,penalty,-0.434016
40,[-4.0095480],"[-1.222446383221, -6.545876111930]",-154.587297,penalty,-0.434016
41,[-3.9741041],"[-1.235334304042, -6.512858313505]",-151.285501,penalty,-0.434016
42,[-3.9386601],"[-1.248222224862, -6.479840515081]",-147.983704,penalty,-0.434016
43,[-3.9032162],"[-1.261110145682, -6.446822716656]",-144.681906,penalty,-0.434016
44,[-3.8677722],"[-1.273998066503, -6.413804918232]",-141.380107,penalty,-0.434016
45,[-3.8323283],"[-1.286885987323, -6.380787119807]",-138.078307,penalty,-0.434016
46,[-3.7968843],"[-1.299773908143, -6.347769321383]",-134.776505,penalty,-0.434016
47,[-3.7614404],"[-1.312661828964, -6.314751522959]",-131.474703,penalty,-0.434016
48,[-3.7259964],"[-1.325549749784, -6.281733724534]",-128.172900,penalty,-0.434016
49,[-3.6905525],"[-1.338437670604, -6.248715926110]",-124.871095,penalty,-0.434016
50,[-3.6551085],"[-1.351325591424, -6.215698127685]",-121.569290,penalty,-0.434016
51,[-3.6196646],"[-1.364213512245, -6.182680329261]",-118.267483,penalty,-0.434016
52,[-3.5842206],"[-1.377101433065, -6.149662530836]",-114.965674,penalty,-0.434016
53,[-3.5487767],"[-1.389989353885, -6.116644732412]",-111.663864,penalty,-0.434016
54,[-3.5133327],"[-1.402877274706, -6.083626933987]",-108.362053,penalty,-0.434016
55,[-3.4778888],"[-1.415765195526, -6.050609135563]",-105.060239,penalty,-0.434016
