,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-9.9527208],"[-6.228832379160, -5.134699494567]",-1232.243357,penalty,-16.114296
1,[-9.9172768],"[-6.215751125619, -5.101757813953]",-1227.638969,penalty,-16.116390
2,[-9.8818329],"[-6.202669872078, -5.068816133340]",-1223.034588,penalty,-16.118477
3,[-9.8463889],"[-6.189588618536, -5.035874452726]",-1218.430214,penalty,-16.120558
4,[-9.8109450],"[-6.176507364995, -5.002932772112]",-1213.825846,penalty,-16.122632
5,[-9.7755010],"[-6.163426111454, -4.969991091498]",-1209.221485,penalty,-16.124700
6,[-9.7400571],"[-6.150344857912, -4.937049410885]",-1204.617131,penalty,-16.126760
7,[-9.7046131],"[-6.137263604371, -4.904107730271]",-1200.012784,penalty,-16.128814
8,[-9.6691692],"[-6.124182350829, -4.871166049657]",-1195.408443,penalty,-16.130861
9,[-9.6337252],"[-6.111101097288, -4.838224369044]",-1190.804109,penalty,-16.132902
10,[-9.5982813],"[-6.098019843747, -4.805282688430]",-1186.199782,penalty,-16.134936
11,[-9.5628373],"[-6.084938590205, -4.772341007816]",-1181.595462,penalty,-16.136962
12,[-9.5273934],"[-6.071857336664, -4.739399327202]",-1176.991149,penalty,-16.138983
13,[-9.4919495],"[-6.058776083122, -4.706457646589]",-1172.386842,penalty,-16.140996
14,[-9.4565055],"[-6.045694829581, -4.673515965975]",-1167.782542,penalty,-16.143002
15,[-9.4210616],"[-6.032613576040, -4.640574285361]",-1163.178249,penalty,-16.145002
16,[-9.3856176],"[-6.019532322498, -4.607632604748]",-1158.573962,penalty,-16.146995
17,[-9.3501737],"[-6.006451068957, -4.574690924134]",-1153.969683,penalty,-16.148981
18,[-9.3147297],"[-5.993369815415, -4.541749243520]",-1149.365410,penalty,-16.150960
19,[-9.2792858],"[-5.980288561874, -4.508807562906]",-1144.761144,penalty,-16.152933
20,[-9.2438418],"[-5.967207308333, -4.475865882293]",-1140.156885,penalty,-16.154898
21,[-9.2083979],"[-5.954126054791, -4.442924201679]",-1135.552633,penalty,-16.156857
22,[-9.1729539],"[-5.941044801250, -4.409982521065]",-1130.948388,penalty,-16.158809
23,[-9.1375100],"[-5.927963547708, -4.377040840452]",-1126.344150,penalty,-16.160754
24,[-9.1020660],"[-5.914882294167, -4.344099159838]",-1121.739918,penalty,-16.162692
25,[-9.0666221],"[-5.901801040626, -4.311157479224]",-1117.135693,penalty,-16.164623
26,[-9.0311781],"[-5.888719787084, -4.278215798611]",-1112.531476,penalty,-16.166548
27,[-8.9957342],"[-5.875638533543, -4.245274117997]",-1107.927265,penalty,-16.168465
28,[-8.9602902],"[-5.862557280001, -4.212332437383]",-1103.323061,penalty,-16.170376
29,[-8.9248463],"[-5.849476026460, -4.179390756769]",-1098.718864,penalty,-16.172279
30,[-8.8894023],"[-5.836394772919, -4.146449076156]",-1094.114673,penalty,-16.174176
31,[-8.8539584],"[-5.823313519377, -4.113507395542]",-1089.510490,penalty,-16.176066
32,[-8.8185144],"[-5.810232265836, -4.080565714928]",-1084.906314,penalty,-16.177949
33,[-8.7830705],"[-5.797151012295, -4.047624034315]",-1080.302145,penalty,-16.179825
34,[-8.7476265],"[-5.784069758753, -4.014682353701]",-1075.697982,penalty,-16.181694
35,[-8.7121826],"[-5.770988505212, -3.981740673087]",-1071.093827,penalty,-16.183556
36,[-8.6767386],"[-5.757907251670, -3.948798992473]",-1066.489678,penalty,-16.185411
37,[-8.6412947],"[-5.744825998129, -3.915857311860]",-1061.885537,penalty,-16.187259
38,[-8.6058507],"[-5.731744744588, -3.882915631246]",-1057.281402,penalty,-16.189100
39,[-8.5704068],"[-5.718663491046, -3.849973950632]",-1052.677274,penalty,-16.190934
40,[-8.5349628],"[-5.705582237505, -3.817032270019]",-1048.073154,penalty,-16.192762
41,[-8.4995189],"[-5.692500983963, -3.784090589405]",-1043.469040,penalty,-16.194582
42,[-8.4640749],"[-5.679419730422, -3.751148908791]",-1038.864934,penalty,-16.196395
43,[-8.4286310],"[-5.666338476881, -3.718207228177]",-1034.260834,penalty,-16.198201
44,[-8.3931870],"[-5.653257223339, -3.685265547564]",-1029.656741,penalty,-16.200000
45,[-8.3577431],"[-5.640175969798, -3.652323866950]",-1025.052656,penalty,-16.201792
46,[-8.3222991],"[-5.627094716256, -3.619382186336]",-1020.448577,penalty,-16.203578
47,[-8.2868552],"[-5.614013462715, -3.586440505723]",-1015.844506,penalty,-16.205356
48,[-8.2514112],"[-5.600932209174, -3.553498825109]",-1011.240441,penalty,-16.207127
49,[-8.2159673],"[-5.587850955632, -3.520557144495]",-1006.636384,penalty,-16.208891
50,[-8.1805233],"[-5.574769702091, -3.487615463881]",-1002.032334,penalty,-16.210648
51,[-8.1450794],"[-5.561688448549, -3.454673783268]",-997.428290,penalty,-16.212397
52,[-8.1096354],"[-5.548607195008, -3.421732102654]",-992.824254,penalty,-16.214140
53,[-8.0741915],"[-5.535525941467, -3.388790422040]",-988.220225,penalty,-16.215876
54,[-8.0387475],"[-5.522444687925, -3.355848741427]",-983.616203,penalty,-16.217605
55,[-8.0033036],"[-5.509363434384, -3.322907060813]",-979.012188,penalty,-16.219326
56,[-7.9678596],"[-5.496282180842, -3.289965380199]",-974.408180,penalty,-16.221041
57,[-7.9324157],"[-5.483200927301, -3.257023699586]",-969.804179,penalty,-16.222748
58,[-7.8969717],"[-5.470119673760, -3.224082018972]",-965.200186,penalty,-16.224448
59,[-7.8615278],"[-5.457038420218, -3.191140338358]",-960.596199,penalty,-16.226141
60,[-7.8260839],"[-5.443957166677, -3.158198657744]",-955.992220,penalty,-16.227827
61,[-7.7906399],"[-5.430875913135, -3.125256977131]",-951.388248,penalty,-16.229506
62,[-7.7551960],"[-5.417794659594, -3.092315296517]",-946.784282,penalty,-16.231178
63,[-7.7197520],"[-5.404713406053, -3.059373615903]",-942.180324,penalty,-16.232842
64,[-7.6843081],"[-5.391632152511, -3.026431935290]",-937.576374,penalty,-16.234500
65,[-7.6488641],"[-5.378550898970, -2.993490254676]",-932.972430,penalty,-16.236150
66,[-7.6134202],"[-5.365469645429, -2.960548574062]",-928.368493,penalty,-16.237793
67,[-7.5779762],"[-5.352388391887, -2.927606893448]",-923.764564,penalty,-16.239429
68,[-7.5425323],"[-5.339307138346, -2.894665212835]",-919.160642,penalty,-16.241058
69,[-7.5070883],"[-5.326225884804, -2.861723532221]",-914.556727,penalty,-16.242679
70,[-7.4716444],"[-5.313144631263, -2.828781851607]",-909.952819,penalty,-16.244294
71,[-7.4362004],"[-5.300063377722, -2.795840170994]",-905.348919,penalty,-16.245901
72,[-7.4007565],"[-5.286982124180, -2.762898490380]",-900.745025,penalty,-16.247501
73,[-7.3653125],"[-5.273900870639, -2.729956809766]",-896.141139,penalty,-16.249094
74,[-7.3298686],"[-5.260819617097, -2.697015129152]",-891.537260,penalty,-16.250679
75,[-7.2944246],"[-5.247738363556, -2.664073448539]",-886.933388,penalty,-16.252258
76,[-7.2589807],"[-5.234657110015, -2.631131767925]",-882.329524,penalty,-16.253829
77,[-7.2235367],"[-5.221575856473, -2.598190087311]",-877.725666,penalty,-16.255393
78,[-7.1880928],"[-5.208494602932, -2.565248406698]",-873.121816,penalty,-16.256949
79,[-7.1526488],"[-5.195413349390, -2.532306726084]",-868.517973,penalty,-16.258499
80,[-7.1172049],"[-5.182332095849, -2.499365045470]",-863.914138,penalty,-16.260041
81,[-7.0817609],"[-5.169250842308, -2.466423364856]",-859.310310,penalty,-16.261576
82,[-7.0463170],"[-5.156169588766, -2.433481684243]",-854.706489,penalty,-16.263103
83,[-7.0108730],"[-5.143088335225, -2.400540003629]",-850.102675,penalty,-16.264624
84,[-6.9754291],"[-5.130007081683, -2.367598323015]",-845.498868,penalty,-16.266137
