,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-5.4402139],"[-1.080854939123, -7.796698721103]",-279.668395,penalty,0.053778
1,[-5.4047699],"[-1.091905752920, -7.763021532528]",-276.300637,penalty,0.053778
2,[-5.3693260],"[-1.102956566717, -7.729344343953]",-272.932878,penalty,0.053778
3,[-5.3338820],"[-1.114007380514, -7.695667155379]",-269.565118,penalty,0.053778
4,[-5.2984381],"[-1.125058194312, -7.661989966804]",-266.197356,penalty,0.053778
5,[-5.2629941],"[-1.136109008109, -7.628312778230]",-262.829594,penalty,0.053778
6,[-5.2275502],"[-1.147159821906, -7.594635589655]",-259.461831,penalty,0.053778
7,[-5.1921062],"[-1.158210635703, -7.560958401080]",-256.094066,penalty,0.053778
8,[-5.1566623],"[-1.169261449500, -7.527281212506]",-252.726301,penalty,0.053778
9,[-5.1212183],"[-1.180312263297, -7.493604023931]",-249.358534,penalty,0.053778
10,[-5.0857744],"[-1.191363077095, -7.459926835356]",-245.990766,penalty,0.053778
11,[-5.0503304],"[-1.202413890892, -7.426249646782]",-242.622996,penalty,0.053778
12,[-5.0148865],"[-1.213464704689, -7.392572458207]",-239.255225,penalty,0.053778
13,[-4.9794425],"[-1.224515518486, -7.358895269633]",-235.887453,penalty,0.053778
14,[-4.9439986],"[-1.235566332283, -7.325218081058]",-232.519680,penalty,0.053778
15,[-4.9085546],"[-1.246617146080, -7.291540892483]",-229.151905,penalty,0.053778
16,[-4.8731107],"[-1.257667959878, -7.257863703909]",-225.784129,penalty,0.053778
17,[-4.8376667],"[-1.268718773675, -7.224186515334]",-222.416351,penalty,0.053778
18,[-4.8022228],"[-1.279769587472, -7.190509326760]",-219.048572,penalty,0.053778
19,[-4.7667788],"[-1.290820401269, -7.156832138185]",-215.680791,penalty,0.053778
20,[-4.7313349],"[-1.301871215066, -7.123154949610]",-212.313008,penalty,0.053778
21,[-4.6958909],"[-1.312922028863, -7.089477761036]",-208.945224,penalty,0.053778
22,[-4.6604470],"[-1.323972842661, -7.055800572461]",-205.577439,penalty,0.053778
23,[-4.6250030],"[-1.335023656458, -7.022123383886]",-202.209651,penalty,0.053778
24,[-4.5895591],"[-1.346074470255, -6.988446195312]",-198.841862,penalty,0.053778
25,[-4.5541151],"[-1.357125284052, -6.954769006737]",-195.474071,penalty,0.053778
26,[-4.5186712],"[-1.368176097849, -6.921091818163]",-192.106278,penalty,0.053778
27,[-4.4832272],"[-1.379226911646, -6.887414629588]",-188.738484,penalty,0.053778
28,[-4.4477833],"[-1.390277725444, -6.853737441013]",-185.370687,penalty,0.053778
29,[-4.4123393],"[-1.401328539241, -6.820060252439]",-182.002888,penalty,0.053778
30,[-4.3768954],"[-1.412379353038, -6.786383063864]",-178.635088,penalty,0.053778
31,[-4.3414514],"[-1.423430166835, -6.752705875290]",-175.267285,penalty,0.053778
32,[-4.3060075],"[-1.434480980632, -6.719028686715]",-171.899480,penalty,0.053778
33,[-4.2705635],"[-1.445531794429, -6.685351498140]",-168.531673,penalty,0.053778
34,[-4.2351196],"[-1.456582608227, -6.651674309566]",-165.163864,penalty,0.053778
35,[-4.1996756],"[-1.467633422024, -6.617997120991]",-161.796052,penalty,0.053778
36,[-4.1642317],"[-1.478684235821, -6.584319932416]",-158.428238,penalty,0.053778
37,[-4.1287877],"[-1.489735049618, -6.550642743842]",-155.060422,penalty,0.053778
38,[-4.0933438],"[-1.500785863415, -6.516965555267]",-151.692603,penalty,0.053778
39,[-4.0578999],"[-1.511836677212, -6.483288366693]",-148.324781,penalty,0.053778
40,[-4.0224559],"[-1.522887491010, -6.449611178118]",-144.956957,penalty,0.053778
41,[-3.9870120],"[-1.533938304807, -6.415933989543]",-141.589131,penalty,0.053778
42,[-3.9515680],"[-1.544989118604, -6.382256800969]",-138.221302,penalty,0.053778
43,[-3.9161241],"[-1.556039932401, -6.348579612394]",-134.853469,penalty,0.053778
44,[-3.8806801],"[-1.567090746198, -6.314902423820]",-131.485635,penalty,0.053778
45,[-3.8452362],"[-1.578141559995, -6.281225235245]",-128.117797,penalty,0.053779
46,[-3.8097922],"[-1.589192373793, -6.247548046670]",-124.749956,penalty,0.053779
47,[-3.7743483],"[-1.600243187590, -6.213870858096]",-121.382112,penalty,0.053779
48,[-3.7389043],"[-1.611294001387, -6.180193669521]",-118.014265,penalty,0.053779
49,[-3.7034604],"[-1.622344815184, -6.146516480946]",-114.646415,penalty,0.053779
50,[-3.6680164],"[-1.633395628981, -6.112839292372]",-111.278562,penalty,0.053780
51,[-3.6325725],"[-1.644446442778, -6.079162103797]",-107.910705,penalty,0.053780
52,[-3.5971285],"[-1.655497256576, -6.045484915223]",-104.542846,penalty,0.053781
53,[-3.5616846],"[-1.666548070373, -6.011807726648]",-101.174982,penalty,0.053781
54,[-3.5262406],"[-1.677598884170, -5.978130538073]",-97.807116,penalty,0.053782
55,[-3.4907967],"[-1.688649697967, -5.944453349499]",-94.439246,penalty,0.053784
56,[-3.4553527],"[-1.699700511764, -5.910776160924]",-91.071373,penalty,0.053786
