,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-4.8668702],"[-0.239261301038, -7.956695668352]",-295.245874,penalty,-0.228004
1,[-4.8314263],"[-0.254586250823, -7.924736015195]",-292.047932,penalty,-0.227917
2,[-4.7959823],"[-0.269911200609, -7.892776362037]",-288.850052,penalty,-0.227822
3,[-4.7605384],"[-0.285236150394, -7.860816708880]",-285.652235,penalty,-0.227716
4,[-4.7250944],"[-0.300561100180, -7.828857055723]",-282.454485,penalty,-0.227600
5,[-4.6896505],"[-0.315886049965, -7.796897402565]",-279.256804,penalty,-0.227470
6,[-4.6542065],"[-0.331210999750, -7.764937749408]",-276.059196,penalty,-0.227327
7,[-4.6187626],"[-0.346535949536, -7.732978096250]",-272.861664,penalty,-0.227169
8,[-4.5833186],"[-0.361860899321, -7.701018443093]",-269.664210,penalty,-0.226995
9,[-4.5478747],"[-0.377185849107, -7.669058789935]",-266.466840,penalty,-0.226802
10,[-4.5124307],"[-0.392510798892, -7.637099136778]",-263.269556,penalty,-0.226589
11,[-4.4769868],"[-0.407835748677, -7.605139483620]",-260.072362,penalty,-0.226354
12,[-4.4415428],"[-0.423160698463, -7.573179830463]",-256.875263,penalty,-0.226094
13,[-4.4060989],"[-0.438485648248, -7.541220177305]",-253.678263,penalty,-0.225808
14,[-4.3706549],"[-0.453810598033, -7.509260524148]",-250.481366,penalty,-0.225492
15,[-4.3352110],"[-0.469135547819, -7.477300870990]",-247.284577,penalty,-0.225143
16,[-4.2997670],"[-0.484460497604, -7.445341217833]",-244.087902,penalty,-0.224758
17,[-4.2643231],"[-0.499785447390, -7.413381564676]",-240.891347,penalty,-0.224335
18,[-4.2288791],"[-0.515110397175, -7.381421911518]",-237.694916,penalty,-0.223868
19,[-4.1934352],"[-0.530435346960, -7.349462258361]",-234.498616,penalty,-0.223354
20,[-4.1579912],"[-0.545760296746, -7.317502605203]",-231.302454,penalty,-0.222787
21,[-4.1225473],"[-0.561085246531, -7.285542952046]",-228.106437,penalty,-0.222164
