,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
0,[-4.7556489],"[-1.696129013882, -7.564843339513]",-256.482509,penalty,0.706786
1,[-4.7202049],"[-1.703236483707, -7.530119322053]",-253.010085,penalty,0.706786
2,[-4.6847610],"[-1.710343953533, -7.495395304593]",-249.537660,penalty,0.706786
3,[-4.6493170],"[-1.717451423358, -7.460671287133]",-246.065234,penalty,0.706786
4,[-4.6138731],"[-1.724558893183, -7.425947269674]",-242.592809,penalty,0.706786
5,[-4.5784291],"[-1.731666363009, -7.391223252214]",-239.120383,penalty,0.706786
6,[-4.5429852],"[-1.738773832834, -7.356499234754]",-235.647957,penalty,0.706786
7,[-4.5075412],"[-1.745881302660, -7.321775217294]",-232.175530,penalty,0.706786
8,[-4.4720973],"[-1.752988772485, -7.287051199834]",-228.703104,penalty,0.706786
9,[-4.4366533],"[-1.760096242310, -7.252327182374]",-225.230677,penalty,0.706786
10,[-4.4012094],"[-1.767203712136, -7.217603164915]",-221.758249,penalty,0.706786
11,[-4.3657654],"[-1.774311181961, -7.182879147455]",-218.285822,penalty,0.706786
12,[-4.3303215],"[-1.781418651787, -7.148155129995]",-214.813394,penalty,0.706786
13,[-4.2948775],"[-1.788526121612, -7.113431112535]",-211.340965,penalty,0.706786
14,[-4.2594336],"[-1.795633591437, -7.078707095075]",-207.868537,penalty,0.706786
15,[-4.2239896],"[-1.802741061263, -7.043983077615]",-204.396108,penalty,0.706786
16,[-4.1885457],"[-1.809848531088, -7.009259060156]",-200.923679,penalty,0.706786
17,[-4.1531017],"[-1.816956000914, -6.974535042696]",-197.451249,penalty,0.706786
18,[-4.1176578],"[-1.824063470739, -6.939811025236]",-193.978819,penalty,0.706786
19,[-4.0822138],"[-1.831170940564, -6.905087007776]",-190.506389,penalty,0.706786
20,[-4.0467699],"[-1.838278410390, -6.870362990316]",-187.033958,penalty,0.706786
21,[-4.0113259],"[-1.845385880215, -6.835638972856]",-183.561527,penalty,0.706786
22,[-3.9758820],"[-1.852493350040, -6.800914955397]",-180.089096,penalty,0.706786
23,[-3.9404381],"[-1.859600819866, -6.766190937937]",-176.616664,penalty,0.706786
24,[-3.9049941],"[-1.866708289691, -6.731466920477]",-173.144232,penalty,0.706786
25,[-3.8695502],"[-1.873815759517, -6.696742903017]",-169.671799,penalty,0.706786
26,[-3.8341062],"[-1.880923229342, -6.662018885557]",-166.199367,penalty,0.706786
27,[-3.7986623],"[-1.888030699167, -6.627294868097]",-162.726933,penalty,0.706786
28,[-3.7632183],"[-1.895138168993, -6.592570850638]",-159.254500,penalty,0.706786
29,[-3.7277744],"[-1.902245638818, -6.557846833178]",-155.782066,penalty,0.706786
30,[-3.6923304],"[-1.909353108644, -6.523122815718]",-152.309632,penalty,0.706786
31,[-3.6568865],"[-1.916460578469, -6.488398798258]",-148.837197,penalty,0.706786
32,[-3.6214425],"[-1.923568048294, -6.453674780798]",-145.364762,penalty,0.706786
33,[-3.5859986],"[-1.930675518120, -6.418950763338]",-141.892326,penalty,0.706786
34,[-3.5505546],"[-1.937782987945, -6.384226745879]",-138.419890,penalty,0.706786
35,[-3.5151107],"[-1.944890457771, -6.349502728419]",-134.947454,penalty,0.706786
36,[-3.4796667],"[-1.951997927596, -6.314778710959]",-131.475017,penalty,0.706786
37,[-3.4442228],"[-1.959105397421, -6.280054693499]",-128.002580,penalty,0.706786
38,[-3.4087788],"[-1.966212867247, -6.245330676039]",-124.530142,penalty,0.706786
39,[-3.3733349],"[-1.973320337072, -6.210606658579]",-121.057704,penalty,0.706786
40,[-3.3378909],"[-1.980427806898, -6.175882641120]",-117.585265,penalty,0.706786
41,[-3.3024470],"[-1.987535276723, -6.141158623660]",-114.112826,penalty,0.706786
42,[-3.2670030],"[-1.994642746548, -6.106434606200]",-110.640387,penalty,0.706786
43,[-3.2315591],"[-2.001750216374, -6.071710588740]",-107.167947,penalty,0.706786
44,[-3.1961151],"[-2.008857686199, -6.036986571280]",-103.695507,penalty,0.706786
45,[-3.1606712],"[-2.015965156024, -6.002262553820]",-100.223066,penalty,0.706787
46,[-3.1252272],"[-2.023072625850, -5.967538536361]",-96.750625,penalty,0.706787
47,[-3.0897833],"[-2.030180095675, -5.932814518901]",-93.278184,penalty,0.706787
48,[-3.0543393],"[-2.037287565501, -5.898090501441]",-89.805742,penalty,0.706787
49,[-3.0188954],"[-2.044395035326, -5.863366483981]",-86.333299,penalty,0.706788
50,[-2.9834514],"[-2.051502505151, -5.828642466521]",-82.860857,penalty,0.706788
51,[-2.9480075],"[-2.058609974977, -5.793918449061]",-79.388414,penalty,0.706789
52,[-2.9125635],"[-2.065717444802, -5.759194431601]",-75.915971,penalty,0.706790
53,[-2.8771196],"[-2.072824914628, -5.724470414142]",-72.443527,penalty,0.706792
54,[-2.8416756],"[-2.079932384453, -5.689746396682]",-68.971084,penalty,0.706794
55,[-2.8062317],"[-2.087039854278, -5.655022379222]",-65.498642,penalty,0.706797
56,[-2.7707877],"[-2.094147324104, -5.620298361762]",-62.026199,penalty,0.706801
57,[-2.7353438],"[-2.101254793929, -5.585574344302]",-58.553758,penalty,0.706807
58,[-2.6998998],"[-2.108362263755, -5.550850326842]",-55.081319,penalty,0.706815
59,[-2.6644559],"[-2.115469733580, -5.516126309383]",-51.608883,penalty,0.706827
60,[-2.6290119],"[-2.122577203405, -5.481402291923]",-48.136450,penalty,0.706842
61,[-2.5935680],"[-2.129684673231, -5.446678274463]",-44.664022,penalty,0.706864
62,[-2.5581240],"[-2.136792143056, -5.411954257003]",-41.191603,penalty,0.706894
63,[-2.5226801],"[-2.143899612882, -5.377230239543]",-37.719194,penalty,0.706935
64,[-2.4872361],"[-2.151007082707, -5.342506222083]",-34.246799,penalty,0.706992
65,[-2.4517922],"[-2.158114552532, -5.307782204624]",-30.774426,penalty,0.707069
66,[-2.4163482],"[-2.165222022358, -5.273058187164]",-27.302081,penalty,0.707176
67,[-2.3809043],"[-2.172329492183, -5.238334169704]",-23.829775,penalty,0.707323
68,[-2.3454603],"[-2.179436962008, -5.203610152244]",-20.357522,penalty,0.707523
69,[-2.3100164],"[-2.186544431834, -5.168886134784]",-16.885341,penalty,0.707796
70,[-2.2745725],"[-2.193651901659, -5.134162117324]",-13.413258,penalty,0.708168
71,[-2.2391285],"[-2.200759371485, -5.099438099865]",-9.941308,penalty,0.708672
72,[-2.2036846],"[-2.207866841310, -5.064714082405]",-6.469536,penalty,0.709356
73,[-2.1682406],"[-2.214974311135, -5.029990064945]",-2.998003,penalty,0.710279
74,[-2.1327967],"[-2.222081780961, -4.995266047485]",0.000000,no penalty,0.711522
75,[-2.0973527],"[-2.229189250786, -4.960542030025]",0.000000,no penalty,0.713190
76,[-2.0619088],"[-2.236296720612, -4.925818012565]",0.000000,no penalty,0.715418
77,[-2.0264648],"[-2.243404190437, -4.891093995106]",0.000000,no penalty,0.718381
78,[-1.9910209],"[-2.250511660262, -4.856369977646]",0.000000,no penalty,0.722301
79,[-1.9555769],"[-2.257619130088, -4.821645960186]",0.000000,no penalty,0.727455
80,[-1.9201330],"[-2.264726599913, -4.786921942726]",0.000000,no penalty,0.734185
81,[-1.8846890],"[-2.271834069739, -4.752197925266]",0.000000,no penalty,0.742898
82,[-1.8492451],"[-2.278941539564, -4.717473907806]",0.000000,no penalty,0.754068
83,[-1.8138011],"[-2.286049009389, -4.682749890347]",0.000000,no penalty,0.768218
84,[-1.7783572],"[-2.293156479215, -4.648025872887]",0.000000,no penalty,0.785891
85,[-1.7429132],"[-2.300263949040, -4.613301855427]",0.000000,no penalty,0.807584
86,[-1.7074693],"[-2.307371418866, -4.578577837967]",0.000000,no penalty,0.833660
87,[-1.6720253],"[-2.314478888691, -4.543853820507]",0.000000,no penalty,0.864196
88,[-1.6365814],"[-2.321586358516, -4.509129803047]",0.000000,no penalty,0.898795
89,[-1.6011374],"[-2.328693828342, -4.474405785588]",0.000000,no penalty,0.936340
90,[-1.5656935],"[-2.335801298167, -4.439681768128]",0.000000,no penalty,0.974686
91,[-1.5302495],"[-2.342908767992, -4.404957750668]",0.000000,no penalty,1.010304
92,[-1.4948056],"[-2.350016237818, -4.370233733208]",0.000000,no penalty,1.037813
93,[-1.4593616],"[-2.357123707643, -4.335509715748]",0.000000,no penalty,1.049313
94,[-1.4239177],"[-2.364231177469, -4.300785698288]",0.000000,no penalty,1.033290
95,[-1.3884737],"[-2.371338647294, -4.266061680829]",0.000000,no penalty,0.972701
96,[-1.3530298],"[-2.378446117119, -4.231337663369]",0.000000,no penalty,0.842167
97,[-1.3175858],"[-2.385553586945, -4.196613645909]",0.000000,no penalty,0.610858
98,[-1.2821419],"[-2.392661056770, -4.161889628449]",0.000000,no penalty,0.321023
99,[-1.2466979],"[-2.399768526596, -4.127165610989]",0.000000,no penalty,0.332450
100,[-1.2112540],"[-2.406875996421, -4.092441593529]",0.000000,no penalty,0.624885
101,[-1.1758100],"[-2.413983466246, -4.057717576070]",0.000000,no penalty,0.850773
102,[-1.1403661],"[-2.421090936072, -4.022993558610]",0.000000,no penalty,0.977099
103,[-1.1049221],"[-2.428198405897, -3.988269541150]",0.000000,no penalty,1.034965
104,[-1.0694782],"[-2.435305875723, -3.953545523690]",0.000000,no penalty,1.049280
105,[-1.0340342],"[-2.442413345548, -3.918821506230]",0.000000,no penalty,1.036752
106,[-0.9985903],"[-2.449520815373, -3.884097488770]",0.000000,no penalty,1.008680
107,[-0.9631463],"[-2.456628285199, -3.849373471310]",0.000000,no penalty,0.972818
108,[-0.9277024],"[-2.463735755024, -3.814649453851]",0.000000,no penalty,0.934443
109,[-0.8922584],"[-2.470843224850, -3.779925436391]",0.000000,no penalty,0.897005
110,[-0.8568145],"[-2.477950694675, -3.745201418931]",0.000000,no penalty,0.862590
111,[-0.8213705],"[-2.485058164500, -3.710477401471]",0.000000,no penalty,0.832273
112,[-0.7859266],"[-2.492165634326, -3.675753384011]",0.000000,no penalty,0.806423
113,[-0.7504826],"[-2.499273104151, -3.641029366551]",0.000000,no penalty,0.784945
114,[-0.7150387],"[-2.506380573976, -3.606305349092]",0.000000,no penalty,0.767467
115,[-0.6795948],"[-2.513488043802, -3.571581331632]",0.000000,no penalty,0.753488
116,[-0.6441508],"[-2.520595513627, -3.536857314172]",0.000000,no penalty,0.742468
117,[-0.6087069],"[-2.527702983453, -3.502133296712]",0.000000,no penalty,0.733884
118,[-0.5732629],"[-2.534810453278, -3.467409279252]",0.000000,no penalty,0.727271
119,[-0.5378190],"[-2.541917923103, -3.432685261792]",0.000000,no penalty,0.722225
120,[-0.5023750],"[-2.549025392929, -3.397961244333]",0.000000,no penalty,0.718414
121,[-0.4669311],"[-2.556132862754, -3.363237226873]",0.000000,no penalty,0.715568
122,[-0.4314871],"[-2.563240332580, -3.328513209413]",0.000000,no penalty,0.713475
123,[-0.3960432],"[-2.570347802405, -3.293789191953]",0.000000,no penalty,0.711974
124,[-0.3605992],"[-2.577455272230, -3.259065174493]",0.000000,no penalty,0.710943
125,[-0.3251553],"[-2.584562742056, -3.224341157033]",0.000000,no penalty,0.710299
126,[-0.2897113],"[-2.591670211881, -3.189617139574]",0.000000,no penalty,0.709985
127,[-0.2542674],"[-2.598777681707, -3.154893122114]",0.000000,no penalty,0.709976
128,[-0.2188234],"[-2.605885151532, -3.120169104654]",0.000000,no penalty,0.710271
129,[-0.1833795],"[-2.612992621357, -3.085445087194]",0.000000,no penalty,0.710892
130,[-0.1479355],"[-2.620100091183, -3.050721069734]",0.000000,no penalty,0.711891
131,[-0.1124916],"[-2.627207561008, -3.015997052274]",0.000000,no penalty,0.713347
132,[-0.0770476],"[-2.634315030834, -2.981273034815]",0.000000,no penalty,0.715374
133,[-0.0416037],"[-2.641422500659, -2.946549017355]",0.000000,no penalty,0.718124
134,[-0.0061597],"[-2.648529970484, -2.911824999895]",0.000000,no penalty,0.721791
135,[0.0292842],"[-2.655637440310, -2.877100982435]",0.000000,no penalty,0.726622
136,[0.0647282],"[-2.662744910135, -2.842376964975]",0.000000,no penalty,0.732914
137,[0.1001721],"[-2.669852379960, -2.807652947515]",0.000000,no penalty,0.741015
138,[0.1356161],"[-2.676959849786, -2.772928930056]",0.000000,no penalty,0.751313
139,[0.1710600],"[-2.684067319611, -2.738204912596]",0.000000,no penalty,0.764208
140,[0.2065040],"[-2.691174789437, -2.703480895136]",0.000000,no penalty,0.780069
141,[0.2419479],"[-2.698282259262, -2.668756877676]",0.000000,no penalty,0.799149
142,[0.2773919],"[-2.705389729087, -2.634032860216]",0.000000,no penalty,0.821464
143,[0.3128358],"[-2.712497198913, -2.599308842756]",0.000000,no penalty,0.846621
